,full name,state,Same State Loan Office,Different State Loan Office,State Liquidated Debt,Pierce Certificates,Total,SSLO Total,DSLO Total,SLD Total,PC Total
2720,['Jonathan Dwight'],CT,,,,,3605.0,0.0,0.0,0.0,0.0
2721,['Jonathan Edwards'],CT,['Jonathan Edwards'],,,['Jonathan Edwards'],3216.71,321.4,0.0,0.0,176.77
2722,['Jonathan Edwards'],NY,['Jonathan Edwards'],,,['Jonathan Edwards'],0.0,0.0,0.0,0.0,0.0
2723,['Jonathan Enos'],CT,,,,,30.75,0.0,0.0,0.0,0.0
2724,['Jonathan Fuller'],CT,['Jonathan Fuller'],,,['Jonathan Fuller'],278.53,278.5417,0.0,0.0,17.78
2725,['Jonathan Glading'],RI,,,,,270.0,0.0,0.0,0.0,0.0
2726,['Jonathan Gray'],CT,['Jonathan Gray'],,,,251.43,242.66388999999998,0.0,0.0,0.0
2727,['Jonathan Gront'],PA,,,,,386.53,0.0,0.0,0.0,0.0
2728,['Jonathan Langton'],CT,,,,,12.4,0.0,0.0,0.0,0.0
2729,['Jonathan Lawrence'],NY,,,,,0.0,0.0,0.0,0.0,0.0
2730,['Jonathan Lay'],CT,['Jonathan Lay'],,,,410.19,606.5971999999999,0.0,0.0,0.0
2731,['Jonathan Malbie'],NY,,,,,1527.5,0.0,0.0,0.0,0.0
2732,['Jonathan Maxson'],RI,,,,,20.74,0.0,0.0,0.0,0.0
2733,['Jonathan Miller'],CT,['Jonathan Miller'],,,['Jonathan Miller'],600.0,600.0,0.0,0.0,348.65999999999997
2734,['Jonathan Palmer'],CT,,,,['Jonathan W Palmer'],711.86,0.0,0.0,0.0,16.44
2735,['Jonathan Pearsee'],NY,,,,,0.0,0.0,0.0,0.0,0.0
2736,['Jonathan Phillips'],NJ,,,,,0.0,0.0,0.0,0.0,0.0
2737,['Jonathan Pierce'],NY,,,,,0.0,0.0,0.0,0.0,0.0
2738,['Jonathan Pitcher transfer from the register'],RI,,,,,1461.93,0.0,0.0,0.0,0.0
2739,['Jonathan Rhea'],NJ,,,,,0.0,0.0,0.0,0.0,0.0
2740,['Jonathan Russell'],CT,,,,,1680.0,0.0,0.0,0.0,0.0
2741,['Jonathan Sayre'],NY,,,,,0.0,0.0,0.0,0.0,0.0
2742,['Jonathan Smith'],PA,,['Jonathan Smith'],"['Jonathan B Smith', 'Jonathn Smith']",['Jonathan Smith'],4200.0,0.0,52.49722,149.98888888888888,1622.48
2743,['Jonathan Spencer'],NJ,,,,,0.0,0.0,0.0,0.0,0.0
2744,['Jonathan Sturges'],CT,['Jonathan Sturges'],,,,582.49,639.45556,0.0,0.0,0.0
2745,['Jonathan Sturges'],NY,['Jonathan Sturges'],,,,0.0,0.0,0.0,0.0,0.0
2746,['Jonathan Trumbull'],CT,,['Jonathan Trumbull'],['Jonathan Trumbul'],['Jonathan Trumbull'],10843.62,0.0,1414.4625,53.75555555555555,1701.3400000000001
2747,['Jonathan Warner'],NH,['Jonathan Warner'],['Jonathan Warner'],['Jonathan Warner'],['Jonathan Warner'],186.96,107.0556,91.32776999999999,7.5,104.28
2748,['Jonathan Wells'],PA,,,['Jonathan Wells'],,103.24,0.0,0.0,99.11111111111111,0.0
2749,['Jonathan Wheeler'],RI,,,,,651.9,0.0,0.0,0.0,0.0
2750,['Jonathan Williams in Trust'],VA,,,,['Jonathan Williams'],1618.83,0.0,0.0,0.0,10.25
2751,['Jonathan Woodward'],CT,,,,,6.27,0.0,0.0,0.0,0.0
2752,"['Jonathan', 'Mariamne']",PA,,,,,1026.66,0.0,0.0,0.0,0.0
2753,['Jones Allen'],VA,,,,,1158.0,0.0,0.0,0.0,0.0
2754,['Joost Zabriskie'],NJ,,,,,0.0,0.0,0.0,0.0,0.0
2755,['Jorael Joseph'],GA,,,,,36.9087,0.0,0.0,0.0,0.0
2756,['Jos Henderson'],VA,,,,,38.67,0.0,0.0,0.0,0.0
2757,['Joseb Tabor'],RI,,,,,0.0,0.0,0.0,0.0,0.0
2758,['Joseph A Richards transfer from register'],RI,,,,,60.9,0.0,0.0,0.0,0.0
2759,['Joseph Abendanone'],SC,,,,,2009.94,0.0,0.0,0.0,0.0
2760,['Joseph Akerman'],NH,,,,,1113.07,0.0,0.0,0.0,0.0
2761,['Joseph Arnold'],RI,,,,,400.0,0.0,0.0,0.0,0.0
2762,['Joseph Ashton'],PA,,,,"['Joseph Asheton', 'Joseph Ashton']",2604.24,0.0,0.0,0.0,2912.63
2763,['Joseph Badcock'],CT,,['Joseph Badcock'],,['Joseph Badcock'],1432.24,0.0,107.34722,0.0,22.0
2764,['Joseph Badger'],NH,['Joseph Badger'],,,,1144.66,1144.64438,0.0,0.0,0.0
2765,['Joseph Ball'],NJ,['Joseph Ball'],,['Joseph Ball'],,0.0,0.0,0.0,0.0,0.0
2766,['Joseph Ball'],PA,['Joseph Ball'],,['Joseph Ball'],,27181.24,5959.36994,0.0,2209.3555555555554,0.0
2767,['Joseph Barker'],RI,,,,,87.96,0.0,0.0,0.0,0.0
2768,['Joseph Bearley'],NJ,,,,,0.0,0.0,0.0,0.0,0.0
2769,['Joseph Bellknap'],NY,,,,,0.0,0.0,0.0,0.0,0.0
2770,['Joseph Biddle'],NJ,,,,,0.0,0.0,0.0,0.0,0.0
2771,['Joseph Bill'],VA,,,,,3545.19,0.0,0.0,0.0,0.0
2772,['Joseph Bindon'],NY,,,,,0.0,0.0,0.0,0.0,0.0
2773,['Joseph Birch'],SC,,,,,75.0,0.0,0.0,0.0,0.0
2774,['Joseph Blague'],CT,,,,,15.91,0.0,0.0,0.0,0.0
2775,['Joseph Bloomfield'],NJ,,,,,0.0,0.0,0.0,0.0,0.0
2776,['Joseph Blyth'],SC,,,,,3454.9,0.0,0.0,0.0,0.0
2777,['Joseph Boggs'],PA,['Joseph Boggs'],,,,16702.51,13.586110000000001,0.0,0.0,0.0
2778,['Joseph Bond'],NJ,,,,,0.0,0.0,0.0,0.0,0.0
2779,['Joseph Borden'],PA,,['Joseph Borden'],,,863.43,0.0,4000.0,0.0,0.0
2780,['Joseph Bowne'],NY,,,,,1000.0,0.0,0.0,0.0,0.0
2781,['Joseph Brevard'],SC,,,,,3199.99,0.0,0.0,0.0,0.0
2782,['Joseph Brevard'],VA,,,,,127.0,0.0,0.0,0.0,0.0
2783,['Joseph Brown'],PA,['Joseph Brown'],['Joseph Brown'],['Joseph Brown'],['Joseph Brown'],99.6,515.3347200000001,565.00694,103.06666666666666,3049.14
2784,['Joseph Buckminster'],NH,['Joseph Buckminster'],,,,287.3,33.7,0.0,0.0,0.0
2785,['Joseph Budd'],NJ,,,,,0.0,0.0,0.0,0.0,0.0
2786,['Joseph Bulkley'],CT,['Joseph Bulkley'],,,,225.7,95.88333,0.0,0.0,0.0
2787,['Joseph Burr'],CT,,,['Joseph Burr'],,4.0600000000000005,0.0,0.0,15.0,0.0
2788,['Joseph Burrowes'],NJ,,,,,0.0,0.0,0.0,0.0,0.0
2789,['Joseph C'],PA,,,,,4083.71,0.0,0.0,0.0,0.0
2790,['Joseph Cahoon'],NY,,,,,0.0,0.0,0.0,0.0,0.0
2791,['Joseph Capener'],NJ,,,,,0.0,0.0,0.0,0.0,0.0
2792,['Joseph Caren'],CT,,,,,1613.23,0.0,0.0,0.0,0.0
2793,['Joseph Carew'],RI,,,,,2393.31,0.0,0.0,0.0,0.0
2794,['Joseph Carpenter'],CT,['Joseph Carpenter'],['Joseph Carpenter'],,,71.07,71.07778,60.55556,0.0,0.0
2795,['Joseph Cauffman'],PA,,,,,175.9,0.0,0.0,0.0,0.0
2796,['Joseph Clarke'],RI,,"['Joseph Clark', 'Joseph Clarke']",,['Joseph Clark'],35730.34,0.0,481.29581,0.0,675.55
2797,['Joseph Clarke'],VA,,"['Joseph Clark', 'Joseph Clarke']",,['Joseph Clark'],28.0,0.0,481.29581,0.0,675.55
2798,['Joseph Clay'],GA,,,,,35.6246,0.0,0.0,0.0,0.0
2799,['Joseph Colton'],CT,,,,,120.2,0.0,0.0,0.0,0.0
2800,['Joseph Comstock'],VA,,,,,52.57,0.0,0.0,0.0,0.0
2801,['Joseph Coningham'],NC,,,,,24.94,0.0,0.0,0.0,0.0
2802,['Joseph Cram'],NH,['Joseph Cram'],,,,664.32,401.77779999999996,0.0,0.0,0.0
2803,['Joseph Crawford'],PA,,,,,1926.51,0.0,0.0,0.0,0.0
2804,['Joseph Crawford'],RI,,,,,377.16,0.0,0.0,0.0,0.0
2805,['Joseph Crocker'],CT,['Joseph Crocker'],,,['Joseph Crocker'],284.45,18.28611,0.0,0.0,21.7
2806,['Joseph Dacosta'],GA,,,,,32.1048,0.0,0.0,0.0,0.0
2807,['Joseph Davis'],NJ,,,,,0.0,0.0,0.0,0.0,0.0
2808,['Joseph Dearman'],PA,,,,,40.4,0.0,0.0,0.0,0.0
2809,['Joseph Disbron'],NJ,,,,,0.0,0.0,0.0,0.0,0.0
2810,['Joseph Donaldson'],MD,,,,,92.91,0.0,0.0,0.0,0.0
2811,['Joseph E Rowles'],MD,,,,,1428.49,0.0,0.0,0.0,0.0
2812,['Joseph Eddy'],RI,,,,,74.64,0.0,0.0,0.0,0.0
2813,['Joseph Fry'],PA,,,['Joseph Fry'],,305.25,0.0,0.0,71.47777777777777,0.0
2814,['Joseph Gallego'],VA,,,,,129.58,0.0,0.0,0.0,0.0
2815,['Joseph Gardner'],RI,,,,,1238.57,0.0,0.0,0.0,0.0
2816,['Joseph Gibbons'],PA,,,"['Joseph Gibbons', 'joseph gibbons']",,561.84,0.0,0.0,455.1777777777778,0.0
2817,['Joseph Gifford'],RI,,,,,247.12,0.0,0.0,0.0,0.0
2818,['Joseph Gilley'],NH,,,,,5963.77,0.0,0.0,0.0,0.0
2819,['Joseph Green'],NC,,,,,127.87,0.0,0.0,0.0,0.0
2820,['Joseph Greer'],PA,['Joseph Greer'],,['Joseph Greer'],,200.88,1078.9666200000001,0.0,123.61111111111111,0.0
2821,['Joseph H Shepard'],NH,,['Joseph Shepard'],,,219.24,0.0,418.9945,0.0,0.0
2822,['Joseph Hall'],NH,,['Joseph Hall'],,"['Joseph Hall Ramsay', 'Joseph Hall']",322.48,0.0,927.0555399999998,0.0,627.0600000000001
2823,['Joseph Hallett'],NY,,,['Joseph Hallet'],,1828.21,0.0,0.0,263.73333333333335,0.0
2824,['Joseph Hardy'],NY,,,,,19027.17,0.0,0.0,0.0,0.0
2825,['Joseph Heister'],PA,['Joseph Heister'],,['Joseph Heister'],,23105.61,2211.91366,0.0,59.044444444444444,0.0
2826,['Joseph Hicks'],NH,,,,,124.49,0.0,0.0,0.0,0.0
2827,['Joseph Higgins'],CT,['Joseph Higgns'],,,['Joseph Higgins'],1013.99,23.9125,0.0,0.0,667.35
2828,['Joseph Holmes'],NJ,,,,,0.0,0.0,0.0,0.0,0.0
2829,['Joseph Hopkinson'],PA,,,,,10690.42,0.0,0.0,0.0,0.0
2830,['Joseph Horsfield'],PA,,,,,5279.55,0.0,0.0,0.0,0.0
2831,['Joseph Hout'],NJ,,,,,0.0,0.0,0.0,0.0,0.0
2832,['Joseph Hovey'],CT,['Joseph Hovey'],,,,317.65,900.0,0.0,0.0,0.0
2833,['Joseph Howland'],CT,['Joseph Howland'],,,,2138.9,900.0,0.0,0.0,0.0
2834,['Joseph Howland'],RI,['Joseph Howland'],,,,800.0,0.0,0.0,0.0,0.0
2835,['Joseph Huddell'],PA,,,,,10853.28,0.0,0.0,0.0,0.0
2836,['Joseph Hyde'],CT,['Joseph Hyde'],,,,700.0,782.29167,0.0,0.0,0.0
2837,"['Joseph Jenckes', 'David L Barnes']",RI,,,,,186.75,0.0,0.0,0.0,0.0
2838,['Joseph Johnson'],SC,,,,,18.07,0.0,0.0,0.0,0.0
2839,['Joseph Kershaw'],SC,,,,,3879.96,0.0,0.0,0.0,0.0
2840,['Joseph Knight'],CT,,,"['Joseph Knight', 'Joseph Night']",,669.01,0.0,0.0,53.766666666666666,0.0
2841,['Joseph Larimore'],PA,['Joseph Larimore'],,,,202.41,44.42361,0.0,0.0,0.0
2842,['Joseph Latil'],VA,,,,,2642.35,0.0,0.0,0.0,0.0
2843,['Joseph Le'],PA,,,,,2152.5,0.0,0.0,0.0,0.0
2844,['Joseph Lewis'],NJ,,['Joseph Lewis'],,['Joseph Lewis'],0.0,0.0,1718.143047,0.0,0.0
2845,['Joseph Lewis'],NY,,['Joseph Lewis'],,['Joseph Lewis'],13427.41,0.0,2075.302707,0.0,283.06999999999994
2846,['Joseph Marie Perrin'],VA,,,,,0.0,0.0,0.0,0.0,0.0
2847,['Joseph Martin'],RI,,,,,282.43,0.0,0.0,0.0,0.0
2848,['Joseph Mather'],CT,['Joseph Mather'],,,,126.02,2073.6111100000003,0.0,0.0,0.0
2849,['Joseph Mauran'],RI,,,,,74.44,0.0,0.0,0.0,0.0
2850,['Joseph Miller'],MD,,['Joseph Miller'],,['Joseph Miller'],18.4,0.0,1686.8375099999998,0.0,44.0
2851,['Joseph Mills'],NH,,['Joseph Mills'],['Joseph Mills'],['Joseph Mills'],5516.81,0.0,320.25,13.722222222222221,2375.7799999999997
2852,['Joseph Moseley'],CT,"['Joseph Moseley', 'Joseph Mosely']",,['Joseph Mosely'],,393.52,285.31253,0.0,10.0,0.0
2853,['Joseph Munson'],CT,['Joseph Munson'],,,,23.21,27.0,0.0,0.0,0.0
2854,['Joseph Myers'],SC,,,,,236.4,0.0,0.0,0.0,0.0
2855,['Joseph Newton Chiswell'],MD,,,,,234.16,0.0,0.0,0.0,0.0
2856,['Joseph Nightingale'],RI,,,,,856.0,0.0,0.0,0.0,0.0
2857,['Joseph Norse'],SC,,,,,92.25,0.0,0.0,0.0,0.0
2858,['Joseph Noyes'],CT,['Joseph Noyes'],['Joseph Noyes'],,,299.61,264.38051,104.41944,0.0,0.0
2859,['Joseph Ogden'],PA,['Joseph Ogden'],,['Joseph Ogden'],,2690.04,1563.5166080000001,0.0,696.0,0.0
2860,['Joseph Ogle from Delaware'],PA,,,,,0.0,0.0,0.0,0.0,0.0
2861,['Joseph Olmsted'],CT,['Joseph Olmsted'],,,,117.0,117.0083,0.0,0.0,0.0
2862,['Joseph P Cooke'],CT,['Joseph P Cooke'],['Joseph Cooke'],,['Joseph Cooke'],2561.29,2650.9693899999993,149.99444,0.0,44.8
2863,['Joseph Palmer'],CT,,,,['Joseph Palmer'],662.69,0.0,0.0,0.0,214.15
2864,['Joseph Pannill'],NY,,,,,0.0,0.0,0.0,0.0,0.0
2865,['Joseph Paschall'],PA,,,,,3943.13,0.0,0.0,0.0,0.0
2866,['Joseph Perkins'],CT,,['Joseph Perkins'],,,65.41,0.0,381.25413999999995,0.0,0.0
2867,['Joseph Pitcain'],NY,,,,,1335.65,0.0,0.0,0.0,0.0
2868,['Joseph Potter'],RI,,,,,6.65,0.0,0.0,0.0,0.0
2869,['Joseph R'],PA,,,,,284.72,0.0,0.0,0.0,0.0
2870,['Joseph Reed'],PA,['Joseph Reed'],,['Joseph Reed'],['Joseph Reed'],25.28,3365.2778,0.0,19.555555555555557,169.89
2871,['Joseph Root'],CT,['Joseph Root'],,,,42.22,96.34722,0.0,0.0,0.0
2872,['Joseph Sage'],CT,,,,,112.86,0.0,0.0,0.0,0.0
2873,['Joseph Salter'],NJ,,,,,0.0,0.0,0.0,0.0,0.0
2874,['Joseph Sands'],MD,,,,,120.0,0.0,0.0,0.0,0.0
2875,['Joseph Scuddar'],NJ,,,,,0.0,0.0,0.0,0.0,0.0
2876,['Joseph Scudder'],NJ,,,,,0.0,0.0,0.0,0.0,0.0
2877,['Joseph Sisson'],RI,,,,,97.33,0.0,0.0,0.0,0.0
2878,['Joseph Skiffe'],CT,,,,,480.87,0.0,0.0,0.0,0.0
2879,['Joseph Smith'],NJ,,,,,0.0,0.0,0.0,0.0,0.0
2880,['Joseph Smith'],RI,,,,,1242.97,0.0,0.0,0.0,0.0
2881,['Joseph Sprague'],NH,,['Joseph Sprague'],,,900.0,0.0,9003.96523,0.0,0.0
2882,['Joseph Stephen'],VA,,,,,138.45,0.0,0.0,0.0,0.0
2883,['Joseph Sterlitz'],NY,,,,,0.0,0.0,0.0,0.0,0.0
2884,['Joseph Stiles for Society'],PA,,,,,4435.07,0.0,0.0,0.0,0.0
2885,['Joseph Stiles'],PA,['Joseph Stiles'],,,,11218.16,482.13334,0.0,0.0,0.0
2886,['Joseph Stillman'],CT,,,['Joseph Stillman'],,44.0,0.0,0.0,44.0,0.0
2887,['Joseph Stout'],NJ,,,,,0.0,0.0,0.0,0.0,0.0
2888,['Joseph Strong'],CT,['Joseph Strong'],,['Joseph Strong'],['Joseph Strong'],615.24,695.0555099999999,0.0,13.744444444444444,28.84
2889,['Joseph Swearingen'],VA,,,,['Joseph Swearingen'],2470.0,0.0,0.0,0.0,2792.0
2890,['Joseph Swift'],PA,,,,,22357.42,0.0,0.0,0.0,0.0
2891,['Joseph Tagert'],NC,,,,,309.13,0.0,0.0,0.0,0.0
2892,['Joseph Temple'],VA,['Joseph Temple'],,,,50.8,84.69444,0.0,0.0,0.0
2893,['Joseph Thomas'],PA,,,['Joseph Thomas'],['Joseph Thomas'],3272.52,0.0,0.0,98.35555555555555,98.67
2894,['Joseph Thompson'],PA,,,,"['Joseph Thomson', 'Joseph Thompson']",2210.68,0.0,0.0,0.0,1502.3600000000001
2895,['Joseph Totten'],NY,,,,,104.43,0.0,0.0,0.0,0.0
2896,['Joseph Wheeler'],MD,,,,['Joseph Wheeler'],510.63,0.0,0.0,0.0,261.21
2897,['Joseph Whidden'],NH,,,,,82.32,0.0,0.0,0.0,0.0
2898,['Joseph Whipple'],NH,['Joseph Whipple'],,,['Joseph Whipple'],2413.82,300.0,0.0,0.0,120.0
2899,['Joseph White'],CT,,['Joseph White'],,['Joseph White'],92.36,0.0,859.07089,0.0,360.87
2900,['Joseph Wilkinson'],RI,,,,,40.0,0.0,0.0,0.0,0.0
2901,['Joseph Willcox'],CT,,,,['Joseph Willcox'],302.19,0.0,0.0,0.0,201.1
2902,['Joseph Williams'],CT,,['Joseph Williams'],,['Joseph Williams'],152.16,0.0,237.76945000000003,0.0,122.0
2903,['Joseph Winter'],NY,,,,,0.0,0.0,0.0,0.0,0.0
2904,['Joseph Woodbridge'],CT,,,,,366.2,0.0,0.0,0.0,0.0
2905,['Joseph Woodruff'],CT,['Joseph Woodruff'],,,"['Joseph Woodruffe', 'Joseph Woodruff']",100.0,100.0,0.0,0.0,119.17
2906,['Joseph Young'],NY,['Joseph Young'],"['Joseph Young', 'Joseph Youngs']","['Joseph Young', 'Joseph Youngs']",['Joseph Young'],7888.55,101.00277,272.64166,505.3,4614.860000000001
2907,['Joshua Anderson'],NJ,,,,,0.0,0.0,0.0,0.0,0.0
2908,"['Joshua Belden', 'James Wells']",CT,"['James Wells', 'Joshua Belden', 'James Welles']",,"['James Wells', 'Joshua Belden']",['James Wells'],122.27,487.94725000000005,0.0,10.344444444444445,57.08
2909,['Joshua Belden'],CT,['Joshua Belden'],,['Joshua Belden'],,164.62,223.75002999999998,0.0,6.2555555555555555,0.0
2910,['Joshua Brackett'],NH,['Joshua Brackett'],,['Joshua Brackett'],,4746.39,1697.7111,0.0,32.5,0.0
2911,['Joshua Coit'],CT,,,,,0.0,0.0,0.0,0.0,0.0
2912,['Joshua Corshon'],NJ,,,,,0.0,0.0,0.0,0.0,0.0
2913,['Joshua Davis'],RI,,,,,0.0,0.0,0.0,0.0,0.0
2914,['Joshua Dorsey'],MD,,,,,23.66,0.0,0.0,0.0,0.0
2915,['Joshua Edwards'],NY,,,,,0.0,0.0,0.0,0.0,0.0
2916,['Joshua Fisher'],NH,['Joshua Fisher'],['Joshua Fisher'],,,1200.0,26.47778,321.97225999999995,0.0,0.0
2917,['Joshua Greene'],RI,,,,,14.42,0.0,0.0,0.0,0.0
2918,['Joshua Grosvenor'],CT,['Joshua Grosvenor'],,,,189.24,189.2542,0.0,0.0,0.0
2919,['Joshua Howard'],MD,,"['Josua Howard', 'Joshua Howard']",,,218.19,0.0,1187.9680400000002,0.0,0.0
2920,['Joshua Jones'],PA,['Joshua Jones'],,['Joshua Jones'],['Joshua Jones'],389.55,48.70834,0.0,42.4,17.66
2921,['Joshua Lathrop'],CT,['Joshua Lathrop'],,,,24607.93,28075.116830000006,0.0,0.0,0.0
2922,['Joshua Mudd'],MD,,,,,59.22,0.0,0.0,0.0,0.0
2923,['Joshua Owens'],MD,,,,,187.5,0.0,0.0,0.0,0.0
2924,['Joshua Paine'],NY,,,,,0.0,0.0,0.0,0.0,0.0
2925,['Joshua Sands'],NY,,,['Joshua Sands'],,1193.6,0.0,0.0,1261.5777777777778,0.0
2926,['Joshua Thompson'],NH,,,,['Joshua Thompson'],1452.04,0.0,0.0,0.0,2091.05
2927,['Joshua Toppan'],NH,,,,,1174.87,0.0,0.0,0.0,0.0
2928,['Joshua Ward'],SC,,,,,218.19,0.0,0.0,0.0,0.0
2929,['Joshua Winsor'],RI,,,,,34.21,0.0,0.0,0.0,0.0
2930,['Joshua Yates'],MD,,,,,385.66,0.0,0.0,0.0,0.0
2931,['Josiah Allyn'],CT,['Josiah Allyn'],,,,300.0,623.0889,0.0,0.0,0.0
2932,['Josiah Appleton'],NJ,,,,,0.0,0.0,0.0,0.0,0.0
2933,['Josiah Bartlett'],NH,['Josiah Bartlett'],,,,598.39,296.36661999999995,0.0,0.0,0.0
2934,['Josiah Blakeley'],NY,,,,,0.0,0.0,0.0,0.0,0.0
2935,['Josiah Bradley'],CT,,['Josiah Bradley'],,,116.01,0.0,126.8667,0.0,0.0
2936,['Josiah Collins'],NC,,,,,4065.27,0.0,0.0,0.0,0.0
2937,['Josiah Greene'],RI,,,,,0.0,0.0,0.0,0.0,0.0
2938,['Josiah Hale'],CT,['Josiah Hale'],,,,248.55,248.56948,0.0,0.0,0.0
2939,['Josiah Humphry'],RI,,,,,288.15,0.0,0.0,0.0,0.0
2940,['Josiah Lockhart'],PA,,,,,18765.03,0.0,0.0,0.0,0.0
2941,['Josiah Norton'],CT,,,,,71.66,0.0,0.0,0.0,0.0
2942,['Josiah Phelps'],CT,['Josiah Phelps'],,,,1100.0,800.0,0.0,0.0,0.0
2943,['Josiah Quinby'],CT,['Josiah Quinby'],,,,35.53,35.53889,0.0,0.0,0.0
2944,['Josiah Riddick'],VA,,,,,0.0,0.0,0.0,0.0,0.0
2945,['Josiah Smith'],RI,,['Josiah Smith'],,['Josiah Smith'],172.32,0.0,399.39441500000004,0.0,727.52
2946,['Josiah Smith'],SC,,['Josiah Smith'],,['Josiah Smith'],4879.24,0.0,399.39441500000004,0.0,727.52
2947,['Josiah Smith'],VA,,['Josiah Smith'],,['Josiah Smith'],190.0,0.0,399.39441500000004,0.0,727.52
2948,['Josiah Watson'],MD,,,,,3988.48,0.0,0.0,0.0,0.0
2949,['Josiah Watson'],VA,,,,,276.31,0.0,0.0,0.0,0.0
2950,['Josias C Hall'],MD,,,,['Josias C Hall'],405.41,0.0,0.0,0.0,452.54999999999995
2951,['Jr Andrew'],PA,,,,,41776.15,0.0,0.0,0.0,0.0
2952,['Judah Strong'],CT,['Judah Strong'],,,,713.88,713.9028,0.0,0.0,0.0
2953,['Juliana Albright'],PA,,,,,113.66,0.0,0.0,0.0,0.0
2954,['Juliana Buckingham'],CT,,,,,997.42,0.0,0.0,0.0,0.0
2955,['Julius B Dandridge'],VA,,,,,218.13,0.0,0.0,0.0,0.0
2956,['Julius Deming'],CT,['Julius Deming'],,,,287.17,325.02224,0.0,0.0,0.0
2957,['Jun Adam'],PA,,,,,4125.0,0.0,0.0,0.0,0.0
2958,['Jun Andrew'],PA,,,,,259.32,0.0,0.0,0.0,0.0
2959,['Jun Benjamin'],PA,,,,,4497.44,0.0,0.0,0.0,0.0
2960,['Jun Christopher'],PA,,,,,46014.96,0.0,0.0,0.0,0.0
2961,['Jun Daniel'],PA,,,,,291.07,0.0,0.0,0.0,0.0
2962,['Jun Israel'],PA,,,,,4759.9,0.0,0.0,0.0,0.0
2963,['Jun Jacob'],PA,,,,,13594.18,0.0,0.0,0.0,0.0
2964,['Jun James'],PA,,,,,20999.74,0.0,0.0,0.0,0.0
2965,['Jun Joseph'],PA,,,,,164.65,0.0,0.0,0.0,0.0
2966,['Jun Leonard'],PA,,,,,34.06,0.0,0.0,0.0,0.0
2967,['Jun Margaret'],PA,,,,,800.0,0.0,0.0,0.0,0.0
2968,['Jun Richard'],PA,,,,,454.68,0.0,0.0,0.0,0.0
2969,['Jun Samuel'],PA,,,,['Samuel jun Doty'],800.0,0.0,0.0,0.0,83.82
2970,['Justina Lenen'],PA,,,,,694.63,0.0,0.0,0.0,0.0
2971,['Kelsey Cutter'],NJ,,,,,0.0,0.0,0.0,0.0,0.0
2972,['Kenneth Hankinson'],NJ,,,,,0.0,0.0,0.0,0.0,0.0
2973,['Keziah Barber'],CT,['Keziah Barber'],,,,115.49,115.50138999999999,0.0,0.0,0.0
2974,['Kilian K Van Rensselaer'],NY,,,,,0.0,0.0,0.0,0.0,0.0
2975,['Kingsmill Davan'],SC,,,,,110.76,0.0,0.0,0.0,0.0
2976,['Lain T  Johnston'],VA,,,,,0.0,0.0,0.0,0.0,0.0
2977,['Laurent Deonna'],NY,,,,,0.0,0.0,0.0,0.0,0.0
2978,['Lawrence Ashton'],VA,,,,,50.0,0.0,0.0,0.0,0.0
2979,"['Lawrence Brangle', 'Jacob Gombar']",MD,,,,,47.65,0.0,0.0,0.0,0.0
2980,['Lawrence Butler'],VA,,,,['Lawrence Butler'],760.0,0.0,0.0,0.0,2800.0
2981,['Lawrence Herbert'],PA,,,,,1848.23,0.0,0.0,0.0,0.0
2982,['Lawrence Schultz'],PA,,,,,9.11,0.0,0.0,0.0,0.0
2983,['Lawrence Seckel'],PA,,,,,2408.7,0.0,0.0,0.0,0.0
2984,['Layton Yanay'],VA,,,,,2213.66,0.0,0.0,0.0,0.0
2985,"['Le Roy', 'Bayard']",NY,,,,,0.0,0.0,0.0,0.0,0.0
2986,"['LeRoy', 'Bayard']",VA,,,,,830.27,0.0,0.0,0.0,0.0
2987,['Leah Fellows'],CT,['Leah Fellows'],['Leah Fellows'],,,1750.26,850.3388,67.14999999999999,0.0,0.0
2988,['Leffingwell Pierpont'],NY,,,,,0.0,0.0,0.0,0.0,0.0
2989,['Lemuel Bailey'],RI,,,,,1153.32,0.0,0.0,0.0,0.0
2990,['Lemuel Bishop'],RI,,,,,52.53,0.0,0.0,0.0,0.0
2991,['Lemuel Bruswell'],CT,,,,,15.59,0.0,0.0,0.0,0.0
2992,['Lemuel Grosvenor'],CT,,,,,424.51,0.0,0.0,0.0,0.0
2993,['Lemuel Sanders'],CT,,,,,333.48,0.0,0.0,0.0,0.0
2994,['Leonard Bleecker'],NY,,,,,0.0,0.0,0.0,0.0,0.0
2995,['Leonard Bronk'],NY,['Leonard Bronck'],,,,548.68,418.81393,0.0,0.0,0.0
2996,['Leonard Cool'],NJ,,,,,0.0,0.0,0.0,0.0,0.0
2997,['Leonard D Nicoll'],NY,,,,,0.0,0.0,0.0,0.0,0.0
2998,['Leonard Dix'],CT,,,,,270.12,0.0,0.0,0.0,0.0
2999,['Leonard Gansevoort'],NY,,,,,0.0,0.0,0.0,0.0,0.0
3000,['Leonard Sellman'],MD,,,,,246.64,0.0,0.0,0.0,0.0
3001,['Leonard Stoneburner'],PA,['Leonard Stoneburner'],,['Leonard Stoneburner'],,2939.33,2469.8541600000003,0.0,146.66666666666666,0.0
3002,['Levi Booth'],CT,['Levi Booth'],,,,174.08,274.3889,0.0,0.0,0.0
3003,['Levi Warner'],CT,,,,,16.16,0.0,0.0,0.0,0.0
3004,['Levin Powell'],VA,['Levin Powell'],,,,237.16,341.19168,0.0,0.0,0.0
