,Original Name,Search Names,6p_Total,6p_def_Total,3p_Total,Name Count,Family Size 1,Family Size 2,Location 1,Location 2,Match Reason 1,Match Reason 2,Match Status 1,Match Status 2,Slavecount 1,Slavecount 2,url 1,url 2
183,{'Coxe and Meilan'},['Coxe and Meilan'],0.0,0.0,35849.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Coxe and_Meilan&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
184,{'Jonathan Burrall'},['Jonathan Burrall'],0.0,0.0,32483.0,1,6,,"Balls Town, Albany, New York",,Full Match,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jonathan_Burrall&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
185,{'Jacob Le Roy and Son'},['Jacob Le Roy'],0.0,0.0,32228.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jacob Le_Roy&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
186,{'George Eddy'},['George Eddy'],0.0,0.0,30000.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=George_Eddy&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
187,{'Alexander Macomb'},['Alexander Macomb'],0.0,0.0,28570.0,1,25,,"New York City West Ward, New York, New York",,Full Match,,Match,,12,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Alexander_Macomb&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
188,{'Miller Hart and Co'},['Miller Hart'],0.0,0.0,28028.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Miller_Hart&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
189,{'Robert Gilchrist'},['Robert Gilchrist'],0.0,3767.0,26420.0,1,6,,"New York City Dock Ward, New York, New York",,Full Match,,Match,,2,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Robert_Gilchrist&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
190,{'Edward Parker and Co'},['Edward Parker'],0.0,0.0,25307.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Edward_Parker&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
191,{'John Murray'},['John Murray'],0.0,0.0,24013.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Murray&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
192,{'Thomas McEuen'},['Thomas McEuen'],0.0,2808.0,23583.0,1,1,,"New York City Dock Ward, New York, New York",,Full Match,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas_McEuen&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
193,{'Armstrong and Barnswall'},['William Armstrong'],0.0,0.0,22348.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Armstrong&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
194,{'Cornelius Ten Broeck'},['Cornelius Ten Broeck'],0.0,0.0,21526.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Cornelius Ten_Broeck&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
195,{'H and S Johnson'},['H and S Johnson'],0.0,0.0,20134.0,1,5,,"New York City West Ward, New York, New York",,Full Match,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=H and S_Johnson&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
196,{'Michael McLachlan'},['Michael McLachlan'],0.0,0.0,20127.0,1,2,,"New York City Out Ward, New York, New York",,Full Match,,Match,,1,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Michael_McLachlan&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
197,{'Benjamin F West'},['Benjamin F West'],0.0,0.0,20000.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Benjamin F_West&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
198,{'Grund and Co'},['Grund'],0.0,0.0,19986.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=_Grund&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
199,{'Gulian McEvers'},['Gulian McEvers'],0.0,0.0,18327.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Gulian_McEvers&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
200,{'John C Shaw'},['John C Shaw'],0.0,0.0,17199.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John C_Shaw&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
201,{'Laurent Deonna'},['Laurent Deonna'],0.0,0.0,17146.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Laurent_Deonna&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
202,{'Robert Elam'},['Robert Elam'],0.0,0.0,17019.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Robert_Elam&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
203,{'Richard Neave'},['Richard Neave'],0.0,0.0,15432.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Richard_Neave&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
204,{'Abijah Hammond'},['Abijah Hammond'],0.0,0.0,14824.0,1,8,,"New York City East Ward, New York, New York",,Full Match,,Match,,4,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Abijah_Hammond&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
205,{'Jonas Stanberry'},['Jonas Stanberry'],0.0,0.0,14746.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jonas_Stanberry&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
206,{'Richard Smith'},['Richard Smith'],0.0,0.0,14162.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Richard_Smith&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
207,"{'Phym, Ellice and Ingliss'}","['Phym, Ellice and Ingliss']",0.0,0.0,13237.0,1,,,,,No Match Found,,No Match,,,,"https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Phym, Ellice and_Ingliss&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0",
208,{'William Stiles'},['William Stiles'],0.0,0.0,12875.0,1,6,,"South Hempstead, Queens, New York",,Full Match,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Stiles&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
209,{'John Stevens'},['John Stevens'],0.0,0.0,12442.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Stevens&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
210,{'George Johnson'},['George Johnson'],0.0,0.0,12178.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=George_Johnson&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
211,{'Thomas Fitzpatrick'},['Thomas Fitzpatrick'],0.0,0.0,12028.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas_Fitzpatrick&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
212,{'Thomas H Perkins'},['Thomas H Perkins'],0.0,0.0,12000.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas H_Perkins&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
213,{'Nathaniel Prime'},['Nathaniel Prime'],0.0,14896.0,11995.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Nathaniel_Prime&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
214,{'Henry Huntington'},['Henry Huntington'],0.0,0.0,11719.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Henry_Huntington&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
215,{'Charles and Vanderborcht and DeWolf'},['Henry van der Borcht' 'Charles John Michael De Wolf'],0.0,0.0,11700.0,2,,,,,No Match Found,Too Many Potential Matches Found,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Henry van der_Borcht&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Charles John Michael De_Wolf&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
216,{'John Mowatt'},['John Mowatt'],0.0,0.0,11239.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Mowatt&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
217,{'Isaac Roosevelt'},['Isaac Roosevelt'],0.0,0.0,10576.0,1,18,,"New York City Montgomery Ward, New York, New York",,Full Match,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Isaac_Roosevelt&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
218,{'John Jones'},['John Jones'],0.0,0.0,10259.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Jones&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
219,{'Jn H Cazenover and Co'},['Jn H Cazenover'],0.0,0.0,10159.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jn H_Cazenover&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
220,{'Miller Hurt and Co'},['Miller Hurt'],0.0,0.0,10155.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Miller_Hurt&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
221,{'George and Edm Morewood'},['Edm Morewood' 'George Morewood'],0.0,0.0,10039.0,2,3,,"New York City Montgomery Ward, New York, New York",,Full Match,No Match Found,Match,No Match,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Edm_Morewood&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=George_Morewood&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
222,{'John Harbach'},['John Harbach'],0.0,0.0,10006.0,1,10,,"Watervliet, Albany, New York",,Full Match,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Harbach&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
223,{'John O Conner'},['John O Conner'],0.0,0.0,10000.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John O_Conner&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
224,{'John Templeman'},['John Templeman'],0.0,0.0,9997.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Templeman&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
225,{'Henry Sadler'},['Henry Sadler'],0.0,0.0,9859.0,1,8,,"New York City East Ward, New York, New York",,Full Match,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Henry_Sadler&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
226,{'Robinson and Hartshorn'},['Samuel Robinson'],0.0,0.0,9689.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Samuel_Robinson&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
227,{'William and James Constable'},['William Constable' 'James Constable'],0.0,0.0,8907.0,2,,,,,Too Many Potential Matches Found,No Match Found,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Constable&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Constable&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
228,{'John Walker'},['John Walker'],0.0,0.0,8795.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Walker&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
229,{'James Watson'},['James Watson'],0.0,0.0,8463.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Watson&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
230,{'Alexander Zuntz'},['Alexander Zuntz'],0.0,0.0,8442.0,1,13,,"New York City Dock Ward, New York, New York",,Full Match,,Match,,2,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Alexander_Zuntz&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
231,{'Thomas Marston'},['Thomas Marston'],0.0,0.0,7869.0,1,11,,"New York Harlem Division, New York, New York",,Full Match,,Match,,7,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas_Marston&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
232,{'Ralph Furman'},['Ralph Furman'],0.0,0.0,7385.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Ralph_Furman&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
233,{'John Baker'},['John Baker'],0.0,0.0,7363.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Baker&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
234,{'Jacob Morton'},['Jacob Morton'],0.0,0.0,7337.0,1,13,,"New York City West Ward, New York, New York",,Full Match,,Match,,3,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jacob_Morton&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
235,{'Alexander Henderson'},['Alexander Henderson'],0.0,0.0,7296.0,1,4,,"Westfield, Washington, New York",,Full Match,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Alexander_Henderson&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
236,{'Hugh Walsh'},['Hugh Walsh'],0.0,0.0,7293.0,1,13,,"New Windsor, Ulster, New York",,Full Match,,Match,,3,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Hugh_Walsh&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
237,{'John H Thompson'},['John H Thompson'],0.0,0.0,7200.0,1,5,,"New York City East Ward, New York, New York",,Full Match,,Match,,1,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John H_Thompson&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
238,{'Benjamin Seixas'},['Benjamin Seixas'],0.0,0.0,7117.0,1,9,,"New York City Dock Ward, New York, New York",,Full Match,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Benjamin_Seixas&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
239,{'John Parker'},['John Parker'],0.0,0.0,6908.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Parker&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
240,{'Jonas Wade'},['Jonas Wade'],0.0,0.0,6822.0,1,10,,"Balls Town, Albany, New York",,Full Match,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jonas_Wade&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
241,{'William Leatham'},['William Leatham'],0.0,0.0,6795.0,1,7,,"Rensselaerwick, Albany, New York",,Full Match,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Leatham&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
242,{'John Savage'},['John Savage'],0.0,0.0,6500.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Savage&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
243,{'Thomas Chapman'},['Thomas Chapman'],0.0,0.0,6455.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas_Chapman&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
244,{'John and Alexander Mowatt'},['John Mowatt' 'Alexander Mowatt'],0.0,0.0,6419.0,2,,,,,Too Many Potential Matches Found,No Match Found,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Mowatt&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Alexander_Mowatt&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
245,{'David Peyerimhoff'},['David Peyerimhoff'],0.0,0.0,6296.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=David_Peyerimhoff&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
246,{'Obadiah Bowen'},['Obadiah Bowen'],0.0,0.0,6036.0,1,7,,"New York City Dock Ward, New York, New York",,Full Match,,Match,,2,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Obadiah_Bowen&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
247,{'Thomas Grant'},['Thomas Grant'],0.0,0.0,6031.0,1,5,,"Northeast, Dutchess, New York",,Full Match,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas_Grant&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
248,{'E Haskell'},['E Haskell'],0.0,0.0,6000.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=E_Haskell&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
249,{'Martha Norton'},['Martha Norton'],0.0,0.0,5975.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Martha_Norton&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
250,"{'Walter  Livingston', 'Walter Livingston'}",['Walter  Livingston' 'Walter Livingston'],0.0,6554.0,5943.0,2,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Walter _Livingston&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Walter_Livingston&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
251,{'Gertrud A V Burch'},['Gertrud A V Burch'],0.0,0.0,5818.0,1,10,,"Livingston, Columbia, New York",,Full Match,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Gertrud A V_Burch&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
252,{'James McEvers'},['James McEvers'],0.0,0.0,5744.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_McEvers&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
253,{'John and James Davenport'},['James Davenport' 'John Davenport'],0.0,0.0,5701.0,2,,, Ulster,,Only Location Found,Too Many Potential Matches Found,Match,No Match,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Davenport&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Davenport&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
254,{'William Allen'},['William Allen'],0.0,0.0,5315.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Allen&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
255,{'Thomas Mackaness'},['Thomas Mackaness'],0.0,0.0,5244.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas_Mackaness&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
256,{'Desdeily and Co'},['Desdeily'],0.0,0.0,5226.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=_Desdeily&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
257,{'Henry Cheriot'},['Henry Cheriot'],0.0,0.0,5226.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Henry_Cheriot&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
258,{'Richard Yates'},['Richard Yates'],0.0,0.0,5171.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Richard_Yates&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
259,{'Catherine Cox'},['Catherine Cox'],0.0,0.0,5126.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Catherine_Cox&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
260,{'James R Smith'},['James R Smith'],0.0,0.0,5104.0,1,8,,"New York City East Ward, New York, New York",,Full Match,,Match,,1,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James R_Smith&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
261,{'Bleecker and McEuen'},['Bleecker and McEuen'],0.0,0.0,5096.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Bleecker and_McEuen&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
262,{'John Graham'},['John Graham'],0.0,0.0,5021.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Graham&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
263,{'Brochholz and Livingston'},['Brochholz and Livingston'],0.0,0.0,5000.0,1,15,,"New York City West Ward, New York, New York",,Full Match,,Match,,4,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Brochholz and_Livingston&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
264,{'Lewis Allaine Scott'},['Lewis Allaine Scott'],0.0,0.0,5000.0,1,8,,"New York City West Ward, New York, New York",,Full Match,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Lewis Allaine_Scott&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
265,{'Nicholas De Bas'},['Nicholas De Bas'],0.0,0.0,5000.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Nicholas De_Bas&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
266,{'Samuel Hoare'},['Samuel Hoare'],0.0,0.0,5000.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Samuel_Hoare&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
267,{'Rodolph F Grand'},['Rodolph F Grand'],0.0,0.0,4840.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Rodolph F_Grand&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
268,{'Jon Templeman'},['Jon Templeman'],0.0,0.0,4800.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jon_Templeman&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
269,{'Ashbell Steele'},['Ashbell Steele'],0.0,0.0,4673.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Ashbell_Steele&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
270,{'John Fonda'},['John Fonda'],0.0,0.0,4628.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Fonda&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
271,{'John Augustus Graham'},['John Augustus Graham'],0.0,0.0,4614.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John Augustus_Graham&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
272,{'F Hickman'},['F Hickman'],0.0,0.0,4517.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=F_Hickman&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
273,{'John Maley'},['John Maley'],0.0,0.0,4491.0,1,5,,"Albany Ward 3, Albany, New York",,Full Match,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Maley&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
274,{'Paschal N Smith'},['Paschal N Smith'],0.0,0.0,4316.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Paschal N_Smith&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
