,Original Name,Search Names,6p_Total,6p_def_Total,3p_Total,Name Count,Family Size 1,Family Size 2,Location 1,Location 2,Match Reason 1,Match Reason 2,Match Status 1,Match Status 2,Slavecount 1,Slavecount 2,url 1,url 2
85,{'Anspach and Rogers'},['Anspach and Rogers'],1916.0,1055.0,12397.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Anspach and_Rogers&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
86,{'Thomas Jones'},['Thomas Jones'],1851.0,975.0,1008.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas_Jones&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
87,"{'Silas Condich', 'Silas Condict'}",['Silas Condich' 'Silas Condict'],1815.0,957.0,1478.0,2,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Silas_Condich&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Silas_Condict&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
88,{'Charles Wilkes'},['Charles Wilkes'],1786.0,943.0,735.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Charles_Wilkes&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
89,{'James Livingston'},['James Livingston'],1751.0,875.0,511.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Livingston&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
90,"{'Susannah Wardill', 'Susannah Nardill'}",['Susannah Wardill' 'Susannah Nardill'],1721.0,911.0,995.0,2,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Susannah_Wardill&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Susannah_Nardill&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
91,"{'Abraham Van Duerson', 'Abraham Van Deursen'}",['Abraham Van Duerson' 'Abraham Van Deursen'],1711.0,905.0,944.0,2,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Abraham_Van Duerson&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Abraham_Van Deursen&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
92,{'Nicholas Roosevelt'},['Nicholas Roosevelt'],1652.0,826.0,0.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Nicholas_Roosevelt&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
93,{'Robert R Randall'},['Robert R Randall'],1649.0,876.0,13102.0,1,5,,"New York City Out Ward, New York, New York",,Full Match,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Robert R_Randall&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
94,{'Randall Son and Stenvarts'},['Thomas Randall'],1642.0,821.0,10776.0,1,,, New York,,Only Location Found,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas_Randall&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
95,{'Gilbert Saltonstall'},['Gilbert Saltonstall'],1623.0,812.0,1861.0,1,12,,"New York City Montgomery Ward, New York, New York",,Full Match,,Match,,4,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Gilbert_Saltonstall&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
96,{'Philip Conine'},['Philip Conine'],1505.0,803.0,883.0,1,4,,"Coxsackie, Albany, New York",,Full Match,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Philip_Conine&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
97,"{'Stephen Van Renselear', 'Stephen Van Rensealear'}",['Stephen Van Renselear' 'Stephen Van Rensealear'],1424.0,714.0,784.0,2,23,,"Watervliet, Albany, New York",,Full Match,No Match Found,Match,No Match,15,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Stephen_Van Renselear&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Stephen_Van Rensealear&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
98,{'George Storer'},['George Storer'],1370.0,686.0,494.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=George_Storer&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
99,"{'John Laurence', 'John Lawrence'}",['John Laurence' 'John Lawrence'],1364.0,684.0,2026.0,2,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Laurence&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Lawrence&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
100,"{'James J Buchman', 'James J Beckman'}",['James J Beckman' 'James J Buchman'],1310.0,655.0,541.0,2,15,,"New York City North Ward, New York, New York", New York,Full Match,Only Location Found,Match,,3,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James J_Beckman&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James J_Buchman&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
101,{'Joseph Hallett'},['Joseph Hallett'],1298.0,650.0,832.0,1,1,,"Caughnawaga, Montgomery, New York",,Full Match,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Joseph_Hallett&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
102,{'John Buchanan'},['John Buchanan'],1282.0,642.0,1012.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Buchanan&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
103,"{'Patric Dennis', 'Patrick Dennis', 'P Dennis'}",['Patric Dennis' 'P Dennis' 'Patrick Dennis'],1231.0,616.0,1399.0,3,5,,"New York City West Ward, New York, New York",,Full Match,No Match Found,Match,No Match,2,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Patric_Dennis&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=P_Dennis&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
104,"{'Philip H Livingston', 'Philip Livingston'}",['Philip H Livingston' 'Philip Livingston'],1200.0,600.0,864.0,2,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Philip H_Livingston&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Philip_Livingston&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
105,{'John Ashley'},['John Ashley'],1180.0,592.0,17759.0,1,3,,"New York City North Ward, New York, New York",,Full Match,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Ashley&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
106,{'Abraham Lansing'},['Abraham Lansing'],1171.0,635.0,606.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Abraham_Lansing&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
107,"{'Jonathan Maltbe', 'Jonathan Maltbie', 'Jonathan Malbie'}",['Jonathan Maltbe' 'Jonathan Maltbie' 'Jonathan Malbie'],1051.0,526.0,368.0,3,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jonathan_Maltbe&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jonathan_Maltbie&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
108,"{'Thomas Tillston', 'Thomas Tillison'}",['Thomas Tillston' 'Thomas Tillison'],1040.0,520.0,2531.0,2,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas_Tillston&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas_Tillison&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
109,{'Gerardus Lansing'},['Gerardus Lansing'],1036.0,568.0,830.0,1,7,,"Albany Ward 2, Albany, New York",,Full Match,,Match,,5,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Gerardus_Lansing&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
110,{'Robert C Livingston'},['Robert C Livingston'],1015.0,508.0,1195.0,1,11,,"New York City Dock Ward, New York, New York",,Full Match,,Match,,3,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Robert C_Livingston&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
111,{'Edward Dunscomb'},['Edward Dunscomb'],950.0,479.0,815.0,1,7,,"New York City Montgomery Ward, New York, New York",,Full Match,,Match,,1,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Edward_Dunscomb&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
112,"{'Joseph Pitcairn', 'Joseph Pitcain'}",['Joseph Pitcairn' 'Joseph Pitcain'],932.0,468.0,520.0,2,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Joseph_Pitcairn&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Joseph_Pitcain&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
113,{'Edward Williams'},['Edward Williams'],891.0,495.0,517.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Edward_Williams&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
114,{'Joshua Sands'},['Joshua Sands'],867.0,485.0,533.0,1,17,,"Brooklyn, Kings, New York",,Full Match,,Match,,6,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Joshua_Sands&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
115,{'Charles Dickinson'},['Charles Dickinson'],862.0,432.0,332.0,1,9,,"New York City West Ward, New York, New York",,Full Match,,Match,,1,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Charles_Dickinson&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
116,{'Mary Brinkerhoff'},['Mary Brinkerhoff'],820.0,410.0,506.0,1,4,,"Fishkill, Dutchess, New York",,Full Match,,Match,,1,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Mary_Brinkerhoff&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
117,{'Helena Bogart'},['Helena Bogart'],800.0,400.0,310.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Helena_Bogart&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
118,{'Jacob and Philip Mark'},['Jacob Mark' 'Philip Mark'],757.0,428.0,233.0,2,3,6,"Marbletown, Ulster, New York","New York City East Ward, New York, New York",Full Match,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jacob_Mark&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Philip_Mark&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
119,{'Walter Livingston'},['Walter Livingston'],732.0,2027.0,5062.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Walter_Livingston&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
120,{'Joseph Bowne'},['Joseph Bowne'],732.0,367.0,180.0,1,5,,"Balls Town, Albany, New York",,Full Match,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Joseph_Bowne&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
121,{'John Lawrence'},['John Lawrence'],641.0,372.0,10298.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Lawrence&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
122,"{'Alida Van Rensealear', 'Alida Van Renselear'}",['Alida Van Rensealear' 'Alida Van Renselear'],591.0,347.0,316.0,2,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Alida_Van Rensealear&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Alida_Van Renselear&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
123,{'John Mitchie'},['John Mitchie'],560.0,280.0,451.0,1,,, Richmond,,Only Location Found,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Mitchie&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
124,{'John S Bronk'},['John S Bronk'],559.0,331.0,513.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John S_Bronk&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
125,{'William Constable'},['William Constable'],514.0,257.0,168.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Constable&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
126,{'Thomas Storm'},['Thomas Storm'],508.0,255.0,1247.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas_Storm&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
127,{'James Fitzpatrick'},['James Fitzpatrick'],498.0,251.0,301.0,1,5,,"New York City South Ward, New York, New York",,Full Match,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Fitzpatrick&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
128,{'Ebenezer Baldwin'},['Ebenezer Baldwin'],489.0,244.0,290.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Ebenezer_Baldwin&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
129,{'William Smith'},['William Smith'],487.0,295.0,430.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Smith&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
130,{'Maria Van Schaick'},['Maria Van Schaick'],446.0,273.0,239.0,1,7,,"Albany Ward 1, Albany, New York",,Full Match,,Match,,3,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Maria_Van Schaick&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
131,{'Leonard Bronk'},['Leonard Bronk'],443.0,272.0,249.0,1,12,,"Coxsackie, Albany, New York",,Full Match,,Match,,6,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Leonard_Bronk&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
132,"{'Nathan Ker', 'Nathaniel Ker'}",['Nathan Ker' 'Nathaniel Ker'],435.0,268.0,220.0,2,12,,"Goshen, Orange, New York",,Full Match,,Match,,5,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Nathan_Ker&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Nathaniel_Ker&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
133,{'Margaret Chinn'},['Margaret Chinn'],420.0,210.0,159.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Margaret_Chinn&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
134,"{'Theodosius V W Graham', 'Theo V W Graham'}",['Theodosius V W Graham' 'Theo V W Graham'],414.0,207.0,590.0,2,10,,"Albany Ward 3, Albany, New York",,Full Match,No Match Found,Match,No Match,4,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Theodosius V W_Graham&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Theo V W_Graham&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
135,"{'Henry Van Rensealear', 'Henry Van Renselear'}",['Henry Van Rensealear' 'Henry Van Renselear'],413.0,208.0,253.0,2,,,,,No Match Found,Too Many Potential Matches Found,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Henry_Van Rensealear&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Henry_Van Renselear&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
136,"{'Hilda Van Schaick', 'Alida Van Schaick'}",['Hilda Van Schaick' 'Alida Van Schaick'],407.0,254.0,234.0,2,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Hilda_Van Schaick&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Alida_Van Schaick&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
137,{'Peter Baelde'},['Peter Baelde'],365.0,1734.0,900.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Peter_Baelde&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
138,{'James Hill'},['James Hill'],344.0,172.0,1840.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Hill&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
139,{'Susannah Nardill'},['Susannah Nardill'],312.0,157.0,2775.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Susannah_Nardill&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
140,"{'James Cockroft', 'James Cockcroft'}",['James Cockroft' 'James Cockcroft'],300.0,200.0,265.0,2,4,,"New York City East Ward, New York, New York",,Full Match,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Cockroft&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Cockcroft&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
141,"{'John C Fruke', 'John C Freeke'}",['John C Fruke' 'John C Freeke'],297.0,149.0,266.0,2,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John C_Fruke&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John C_Freeke&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
142,"{'Maria De Frust', 'Maria De Freert'}",['Maria De Frust' 'Maria De Freert'],285.0,192.0,211.0,2,5,,"York, Westchester, New York",,Full Match,No Match Found,Match,No Match,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Maria De_Frust&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Maria De_Freert&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
