,Delegates,Loan Matches,Scores,state
3691,John Easton,John Easton,100.0,RI
3894,John Hunt,John Hunt,100.0,RI
4212,Joseph Martin,Joseph Martin,100.0,RI
4272,John Brown,John Brown,100.0,RI
2391,John Davis,John Davis,100.0,RI
4496,Samuel Young,Samuel Young,100.0,RI
580,Samuel Davenport,Samuel Davenport,100.0,RI
588,Ephraim Carpenter,Ephraim Carpenter,100.0,RI
1451,John Williams,John Williams,100.0,RI
754,William Richardson,William Richardson,100.0,RI
200,James Maxwell,James Maxwell,100.0,RI
1340,John Evans,John Evans,100.0,RI
1335,Thomas Allen,Thomas Allen,100.0,RI
1304,William White,William White,100.0,RI
788,James Martin,James Martin,100.0,RI
544,Ebenezer White,Ebenezer White,100.0,RI
2090,Thomas Russel,Thomas Russell,96.29629629629629,RI
1523,John  Allen,John Allen,95.23809523809524,RI
3475,Manchester Isaac,Isaac Manchester,95.0,RI
4056,John A. Campbell,John Campbell,95.0,RI
4298,William Richardson Davie,William Richardson,95.0,RI
3517,Williams John,John Williams,95.0,RI
3515,Allen Samuel,Samuel Allen,95.0,RI
3513,Allen Thomas,Thomas Allen,95.0,RI
3511,Brown Elisha,Elisha Brown,95.0,RI
3500,Brown John,John Brown,95.0,RI
3491,Dexter John S,John Dexter,95.0,RI
3490,Pearce Samuel,Samuel Pearce,95.0,RI
3482,Davis John,John Davis,95.0,RI
3477,Ladd William,William Ladd,95.0,RI
3464,Greene Job,Job Greene,95.0,RI
3472,Bradford William,William Bradford,95.0,RI
3415,Slocum Giles,Giles Slocum,95.0,RI
1445,Thomas Lewis,Lewis Thomas,95.0,RI
3402,Clarke Peleg,Peleg Clarke,95.0,RI
3404,Sears George,George Sears,95.0,RI
3407,Bourne Benjamin,Benjamin Bourne,95.0,RI
3469,Barker Joshua,Joshua Barker,95.0,RI
3408,Barton William,William Barton,95.0,RI
3416,Barker Peter,Peter Barker,95.0,RI
3420,Arnold Benjamin,Benjamin Arnold,95.0,RI
3427,Sands Ray,Ray Sands,95.0,RI
3466,Reynolds Joseph,Joseph Reynolds,95.0,RI
3400,Champlin George,George Champlain,91.93548387096774,RI
3428,Congdon William,Willam Congdon,91.72413793103448,RI
3414,Durfree Job,Job Durfee,90.47619047619048,RI
3338,John Cook,John Wanton Cook,85.5,RI
3489,Miller Nathan,Nathan Horton Miller,85.5,RI
2546,John Taylor,John Spencer Taylor,85.5,RI
3405,Sears George,George Hall  Sears,85.5,RI
