,full name,state,state debt,Same State Loan Office,Different State Loan Office,Same State Liquidated Debt,Different State Liquidated Debt,Pierce Certificates,Total,SSLO Total,DSLO Total,SSLD Total,DSLD Total,PC Total,Debt Total,tot_pre1790_certs
2079,['Samuel Wilcox'],NY,SC,,,,,,333.08,0.0,0.0,0.0,0.0,0.0,0.0,0
2080,['Samuel Williams'],CT,CT,['Samuel W Williams'],"['Samuel W Williams', 'Samuel Williams']",,['Samuel Williams'],"['Samuel W Williams', 'Samuel Williams']",400.0,1000.0,534.0278,0.0,621.2555555555556,2876.26,5031.5433555555555,4
2081,['Samuel Winsor'],RI,RI,,,,,,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2082,['Samuel Wyatt'],MA,RI,,,,,,7849.71,0.0,0.0,0.0,0.0,0.0,0.0,0
2083,['Samuel Wyllys'],CT,CT,,,,,['Samuel Wyllys'],1500.0,0.0,0.0,0.0,0.0,4719.66,4719.66,1
2084,['Sanders Pitman'],RI,RI,,,,,,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2085,['Sarah Almy'],RI,RI,,,,,,64.05,0.0,0.0,0.0,0.0,0.0,0.0,0
2086,['Sarah Blewer'],PA,PA,,,,,,3656.58,0.0,0.0,0.0,0.0,0.0,0.0,0
2087,['Sarah Bostle'],PA,PA,,,,,,313.03,0.0,0.0,0.0,0.0,0.0,0.0,0
2088,['Sarah Bradfeid'],MA,RI,,,,,,266.77,0.0,0.0,0.0,0.0,0.0,0.0,0
2089,['Sarah Brown'],CT,CT,['Sarah Brown'],['Sarah Brown'],,['Sarah Brown'],,101.22,216.24168000000003,397.5375,0.0,95.5,0.0,709.27918,3
2090,['Sarah Brown'],RI,RI,['Sarah Brown'],['Sarah Brown'],,['Sarah Brown'],,29.64,0.0,613.7791799999999,0.0,95.5,0.0,709.2791799999999,3
2091,['Sarah Clark'],NH,NH,,,,,,646.82,0.0,0.0,0.0,0.0,0.0,0.0,0
2092,['Sarah Hall'],RI,RI,,,,,,37.9,0.0,0.0,0.0,0.0,0.0,0.0,0
2093,['Sarah Marshall'],MD,MD,,['Sarah Marshal'],,,,98.97,0.0,221.05276000000003,0.0,0.0,0.0,221.05276000000003,1
2094,['Sarah Miles'],PA,PA,['Sarah Miles'],,,,,154.88,15.88889,0.0,0.0,0.0,0.0,15.88889,1
2095,['Sarah Raymond'],CT,CT,,,,,,163.18,0.0,0.0,0.0,0.0,0.0,0.0,0
2096,['Sarah Rogett'],CT,CT,,,,,,23.16,0.0,0.0,0.0,0.0,0.0,0.0,0
2097,['Sarah Smith'],CT,CT,,['Sarah Smith'],,,,106.28,0.0,896.5,0.0,0.0,0.0,896.5,1
2098,['Sarah Trumbull'],CT,CT,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2099,['Sarah Williams'],CT,CT,,['Sarah Williams'],,['Sarah Williams'],,95.46,0.0,18.169439999999998,0.0,26.666666666666668,0.0,44.836106666666666,2
2100,['Saul Alvord'],CT,CT,"['Saul Alvord', 'Lay Saul Alvord']",,,,,460.61,932.6430220000001,0.0,0.0,0.0,0.0,932.6430220000001,1
2101,['Saybrook 1st Society '],CT,CT,,,,,,289.26,0.0,0.0,0.0,0.0,0.0,0.0,0
2102,['Selah Benton'],CT,CT,,,,,['Selah Benton'],3085.32,0.0,0.0,0.0,0.0,641.0,641.0,1
2103,['Seth Bird'],CT,CT,['Seth Bird'],,,,,1439.19,2210.8569399999997,0.0,0.0,0.0,0.0,2210.8569399999997,1
2104,['Seth Dunham'],CT,CT,,,,,,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2105,['Seth Ely'],CT,CT,['Seth Ely'],,,,,25.32,25.325,0.0,0.0,0.0,0.0,25.325,1
2106,['Seth Grosvenor'],CT,CT,,,,,,134.64,0.0,0.0,0.0,0.0,0.0,0.0,0
2107,['Seth Johnson'],NY,SC,,,,,"['Seth Johnson', 'Seth Johnston']",2352.826566,0.0,0.0,0.0,0.0,102.66,102.66,1
2108,['Seth Lee'],CT,CT,['Seth Lee'],,,,,168.66,159.5333,0.0,0.0,0.0,0.0,159.5333,1
2109,['Seth Pierce'],CT,CT,,,,,,13.72,0.0,0.0,0.0,0.0,0.0,0.0,0
2110,['Seth Smith'],CT,CT,,,['Seth Smith'],['Seth Smith'],,624.15,0.0,0.0,6.588888888888889,6.588888888888889,0.0,13.177777777777777,2
2111,['Seth Turner'],CT,CT,,['Seth Turner'],,,,46.61,0.0,45.85556,0.0,0.0,0.0,45.85556,1
2112,['Seth Wetmore'],CT,CT,,,,,,157.02,0.0,0.0,0.0,0.0,0.0,0.0,0
2113,['Sherman Rowland'],CT,CT,,,,,['Sherman Rowland'],218.0,0.0,0.0,0.0,0.0,260.74,260.74,1
2114,['Silas Chapman'],CT,CT,,,,,,1508.58,0.0,0.0,0.0,0.0,0.0,0.0,0
2115,['Silas Engles'],PA,PA,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2116,['Silas May'],CT,CT,,,['Silas May'],['Silas May'],,415.35,0.0,0.0,5.0,5.0,0.0,10.0,2
2117,['Silas Williams'],RI,RI,,,,,,237.17,0.0,0.0,0.0,0.0,0.0,0.0,0
2118,['Simeon Avery'],CT,CT,,,,,"['Simon Avery', 'Simeon Avery']",1650.94,0.0,0.0,0.0,0.0,1410.81,1410.81,1
2119,['Simeon Baldwin'],CT,CT,,,,,,674.89,0.0,0.0,0.0,0.0,0.0,0.0,0
2120,['Simeon Jocelin'],CT,CT,,,,,,30.5,0.0,0.0,0.0,0.0,0.0,0.0,0
2121,['Simeon Martin'],RI,RI,,,,,,961.24,0.0,0.0,0.0,0.0,0.0,0.0,0
2122,['Simeon Perry'],RI,RI,,,,,,77.65,0.0,0.0,0.0,0.0,0.0,0.0,0
2123,['Simeon Smith'],VT,CT,,,,,,2842.47,0.0,0.0,0.0,0.0,0.0,0.0,0
2124,['Simeon Theus'],SC,SC,,,,,,364.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2125,['Simon Bennett'],PA,PA,['Simon Bennett'],,['Simeon Bennet'],,,48.33,20.14583,0.0,5.133333333333334,0.0,0.0,25.279163333333333,2
2126,['Simon Huntington'],CT,CT,['Simon Huntington'],,,,,394.74,300.0,0.0,0.0,0.0,0.0,300.0,1
2127,['Simon Newton'],RI,RI,,,,,,122.4,0.0,0.0,0.0,0.0,0.0,0.0,0
2128,['Simon Ward'],NH,NH,,,,,,85.86,0.0,0.0,0.0,0.0,0.0,0.0,0
2129,['Simon Wiggin'],NH,NH,,,,,,596.19,0.0,0.0,0.0,0.0,0.0,0.0,0
2130,['Simon Willard'],CT,CT,,,,,,248.49,0.0,0.0,0.0,0.0,0.0,0.0,0
2131,['Smith Weed'],CT,CT,,,['Smith Weed'],['Smith Weed'],,1189.31,0.0,0.0,10.0,10.0,0.0,20.0,2
2132,['Solomon Lyons'],PA,PA,,,,,,17814.43,0.0,0.0,0.0,0.0,0.0,0.0,0
2133,"['Solomon Marks', 'Solomon Smith']",PA,PA,,['Solomon Smith'],,['Solomon Smith'],,40.24,0.0,7300.0,0.0,83.48888888888888,0.0,7383.488888888889,2
2134,['Solomon Peck'],RI,RI,,,,,,12.49,0.0,0.0,0.0,0.0,0.0,0.0,0
2135,['Solomon Simson'],NY,CT,,,,,,429.65,0.0,0.0,0.0,0.0,0.0,0.0,0
2136,['Solomon Wadham'],CT,CT,,,"['Solomon Wadhams', 'Solomon Wadham']","['Solomon Wadhams', 'Solomon Wadham']",,94.4,0.0,0.0,77.0,77.0,0.0,154.0,2
2137,['Solomon Wells'],CT,CT,['Solomon Wells'],,['Solomon Wells'],['Solomon Wells'],,96.72,23.23333,0.0,8.744444444444444,8.744444444444444,0.0,40.72221888888889,3
2138,['Solomon Williams'],CT,CT,['Solomon Williams'],,,,['Solomon Williams'],207.0,207.0,0.0,0.0,0.0,238.87,445.87,2
2139,['Sophia Bender'],PA,PA,,,,,,151.51,0.0,0.0,0.0,0.0,0.0,0.0,0
2140,['Squier Cady'],CT,CT,,,,,,785.7,0.0,0.0,0.0,0.0,0.0,0.0,0
2141,['Standish Forde'],PA,PA,,,,,,1664.87,0.0,0.0,0.0,0.0,0.0,0.0,0
2142,['Stanley Byus'],MD,MD,['Stanley Byus'],,,,,707.74,88.27778,0.0,0.0,0.0,0.0,88.27778,1
2143,['State of Connecticut '],CT,CT,,,,,,619121.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2144,['Stephen Ambler'],CT,CT,['Stephen Ambler'],,,,['Stephen Ambler'],169.47,801.5305,0.0,0.0,0.0,441.01,1242.5405,2
2145,['Stephen Ayrault'],RI,RI,,,,,,50.8,0.0,0.0,0.0,0.0,0.0,0.0,0
2146,['Stephen Chase'],NH,NH,,,,,,850.64,0.0,0.0,0.0,0.0,0.0,0.0,0
2147,['Stephen Collins'],PA,PA,['Stephen Collins'],,,,,9017.64,152.91666,0.0,0.0,0.0,0.0,152.91666,1
2148,['Stephen Dexter'],RI,RI,,,,,,198.01,0.0,0.0,0.0,0.0,0.0,0.0,0
2149,['Stephen Field'],NY,CT,,['Stephen Field'],"['Stephen Fields', 'Stephen Field']","['Stephen Fields', 'Stephen Field']",,177.68,0.0,0.0,0.0,192.43333333333334,0.0,192.43333333333334,3
2150,['Stephen Foot'],CT,CT,,,,,,75.65,0.0,0.0,0.0,0.0,0.0,0.0,0
2151,['Stephen Girard'],PA,PA,,,,,,40.77,0.0,0.0,0.0,0.0,0.0,0.0,0
2152,['Stephen Gunn'],CT,CT,['Stephen Gunn'],,,,,506.66,506.6695,0.0,0.0,0.0,0.0,506.6695,1
2153,['Stephen Holt'],CT,CT,,,,,,18.64,0.0,0.0,0.0,0.0,0.0,0.0,0
2154,['Stephen Jenckes'],RI,RI,,,,,,38.49,0.0,0.0,0.0,0.0,0.0,0.0,0
2155,['Stephen Johnson'],CT,CT,['Stephen Johnson'],['Stephen Johnston'],,,,718.29,6972.54996,99.04167,0.0,0.0,0.0,7071.59163,2
2156,['Stephen Lane'],CT,CT,['Stephen Lane'],,,['Stephen Lane'],,19.42,19.43056,0.0,0.0,28.11111111111111,0.0,47.541671111111114,2
2157,['Stephen Lawrence'],SC,GA,,,,,,44.236966,0.0,0.0,0.0,0.0,0.0,0.0,0
2158,['Stephen Lee'],SC,SC,,,,,,103.53,0.0,0.0,0.0,0.0,0.0,0.0,0
2159,['Stephen Lockwood'],CT,CT,,,,,,364.49,0.0,0.0,0.0,0.0,0.0,0.0,0
2160,['Stephen M Mitchell'],CT,CT,['Stephen Mitchell'],,,,,1154.4,25.9,0.0,0.0,0.0,0.0,25.9,1
2161,['Stephen Martin'],PA,PA,,,,,,1548.94,0.0,0.0,0.0,0.0,0.0,0.0,0
2162,['Stephen May'],CT,CT,['Stephen May'],,,,,72.83,58.43055,0.0,0.0,0.0,0.0,58.43055,1
2163,['Stephen Potter'],NY,CT,,,,,['Stephen Potter'],372.69,0.0,0.0,0.0,0.0,2968.38,2968.38,1
2164,['Stephen R Bradley'],VT,CT,,,,,,2714.74,0.0,0.0,0.0,0.0,0.0,0.0,0
2165,['Stephen Smith'],RI,RI,,,,,,707.31,0.0,0.0,0.0,0.0,0.0,0.0,0
2166,['Stephen Tallmadge'],CT,CT,,,,,,37.77,0.0,0.0,0.0,0.0,0.0,0.0,0
2167,['Stephen Waters'],MA,RI,,,,,,417.13,0.0,0.0,0.0,0.0,0.0,0.0,0
2168,['Supply Clap'],NH,NH,['Supply Clap'],,['Supply Clap'],['Supply Clap'],,1720.3,1593.1223,0.0,18.744444444444444,18.744444444444444,0.0,1630.611188888889,3
2169,['Susan Livingston'],NY,PA,,,,,,764.95,0.0,0.0,0.0,0.0,0.0,0.0,0
2170,['Susanah Hamlin'],CT,CT,,,,,,194.59,0.0,0.0,0.0,0.0,0.0,0.0,0
2171,['Susanna Atkinson'],NH,NH,,,,,,7686.88,0.0,0.0,0.0,0.0,0.0,0.0,0
2172,['Susanna Butler'],PA,PA,,,,,,331.26,0.0,0.0,0.0,0.0,0.0,0.0,0
2173,['Susanna Evans'],PA,PA,,,,,,393.39,0.0,0.0,0.0,0.0,0.0,0.0,0
2174,['Susannah Cox'],SC,SC,,,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2175,['Susannah Shepard'],PA,PA,,,,,,319.1,0.0,0.0,0.0,0.0,0.0,0.0,0
2176,['Susannah White'],CT,CT,,['Susanna White'],,,,300.0,0.0,197.5417,0.0,0.0,0.0,197.5417,1
2177,['Sutton Gudgeon'],MD,MD,,,,,,215.66,0.0,0.0,0.0,0.0,0.0,0.0,0
2178,['Sylvester Gilbert'],CT,CT,,,,,,821.16,0.0,0.0,0.0,0.0,0.0,0.0,0
2179,['Temperance Manley'],RI,RI,,,,,,886.29,0.0,0.0,0.0,0.0,0.0,0.0,0
2180,['Thaddeus Betts'],CT,CT,,,['Thaddeus Betts'],['Thaddeus Betts'],,702.34,0.0,0.0,46.41111111111111,46.41111111111111,0.0,92.82222222222222,2
2181,['Thaddeus Burr'],CT,CT,['Thaddeus Burr'],,,,,1841.28,1472.65551,0.0,0.0,0.0,0.0,1472.65551,1
2182,['Thaddeus Hoyt'],CT,CT,,,,,,140.64,0.0,0.0,0.0,0.0,0.0,0.0,0
2183,['Thaddeus King'],CT,CT,,,['Thaddeus King'],['Thaddeus King'],,202.23,0.0,0.0,2.5,2.5,0.0,5.0,2
2184,['Thaddeus Leavitt'],CT,CT,,,['Thaddeus Leavit'],['Thaddeus Leavit'],,146.63,0.0,0.0,38.355555555555554,38.355555555555554,0.0,76.71111111111111,2
2185,['Thaddeus Weed'],CT,CT,,,,,['Thadeus Weed'],1205.55,0.0,0.0,0.0,0.0,2400.0,2400.0,1
2186,['Thankful Winchell'],CT,CT,,,,,,225.72,0.0,0.0,0.0,0.0,0.0,0.0,0
2187,['The Heirs of George Guerin '],BVI,SC,,,,,,1517.08,0.0,0.0,0.0,0.0,0.0,0.0,0
2188,['The State of Georgia'],GA,GA,,,,,,254.88,0.0,0.0,0.0,0.0,0.0,0.0,0
2189,['The State of South Carolina '],SC,SC,,,,,,1205978.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2190,['The Treasurer of Cincinnati '],MD,MD,,,,,['Treasurer of Cincinnati'],90.0,0.0,0.0,0.0,0.0,1210.0,1210.0,1
2191,['The Trustees of Frederick County '],MD,MD,,,,,,1182.91,0.0,0.0,0.0,0.0,0.0,0.0,0
2192,['Theodore Gaillard'],SC,SC,,,,,,77.54,0.0,0.0,0.0,0.0,0.0,0.0,0
2193,['Theodosia Woolsey'],CT,CT,,,,,,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2194,['Theodosius Fowler in Co  '],NY,RI,,,,,['Theodosius Fowler'],2801.81,0.0,0.0,0.0,0.0,0.0,0.0,1
2195,['Thomas A Reider'],MD,MD,,,,,,409.83,0.0,0.0,0.0,0.0,0.0,0.0,0
2196,['Thomas Aldrich'],RI,RI,,,,,,30.1,0.0,0.0,0.0,0.0,0.0,0.0,0
2197,['Thomas Allen'],MA,CT,['Thomas Allen'],['Thomas Allen'],,,,536.07,236.08620000000002,603.033404,0.0,0.0,0.0,839.119604,2
2198,['Thomas Amory'],MA,NH,,,,,,143.89,0.0,0.0,0.0,0.0,0.0,0.0,0
2199,['Thomas Arnold'],RI,RI,,,,,,51.55,0.0,0.0,0.0,0.0,0.0,0.0,0
2200,['Thomas Beatty'],MD,MD,['Thomas Beatty'],['Thomas Beaty'],,,['Thomas Beatty'],328.79,1218.88894,82.44167000000002,0.0,0.0,1897.96,3199.29061,3
2201,['Thomas Bell'],PA,PA,['Thomas Bell'],,['Thomas Bell'],,,806.93,1081.20004,0.0,0.0,0.0,0.0,1081.20004,2
2202,['Thomas Bennet'],SC,SC,,,,,,59.85,0.0,0.0,0.0,0.0,0.0,0.0,0
2203,['Thomas Biddle'],PA,PA,,,,,,454.06,0.0,0.0,0.0,0.0,0.0,0.0,0
2204,['Thomas Bidwell'],CT,CT,['Thomas Bidwell'],,,,,269.49,269.51388,0.0,0.0,0.0,0.0,269.51388,1
2205,['Thomas Blount'],NC,NC,,,,,,382.09,0.0,0.0,0.0,0.0,0.0,0.0,0
2206,['Thomas Bond'],MD,MD,['Thomas Bond'],['Thomas Bond'],,,['Thomas Bond'],232.69,737.7695199999999,6246.818069999999,0.0,0.0,2069.61,9054.19759,3
2207,['Thomas Boude'],PA,PA,['Thomas Boude'],,,,['Thomas Boude'],4163.34,41.14583,0.0,0.0,0.0,3542.2000000000003,3583.34583,2
2208,['Thomas Bradford'],PA,PA,['Thomas Bradford'],,,,,2437.62,10.0,0.0,0.0,0.0,0.0,10.0,1
2209,['Thomas Brattle'],MA,CT,,,,,,31.46,0.0,0.0,0.0,0.0,0.0,0.0,0
2210,['Thomas Britton'],PA,PA,['Thomas Britton'],['Thomas Britton'],['Thomas Britton'],,,772.05,600.91792,0.0,133.33333333333334,0.0,0.0,734.2512533333334,3
2211,['Thomas Broom'],PA,PA,,,,,"['Thomas Broom', 'Thomas Broome']",421.87,0.0,0.0,0.0,0.0,537.45,537.45,1
2212,['Thomas Browne'],MA,RI,['Thomas Brown'],['Thomas Brown'],,['Thomas Brown'],['Thomas Brown'],148.63,0.0,2840.8652300000003,0.0,1204.9444444444443,901.4800000000001,4947.289674444445,4
2213,['Thomas Buckle'],SC,SC,,,,,,287.62,0.0,0.0,0.0,0.0,0.0,0.0,0
2214,['Thomas Bull'],CT,CT,,,,,,68.94,0.0,0.0,0.0,0.0,0.0,0.0,0
2215,['Thomas Bull'],PA,PA,,,,,,70.66,0.0,0.0,0.0,0.0,0.0,0.0,0
2216,['Thomas Buswell'],CT,CT,['Thomas Buswell'],,,,,359.98,307.5444,0.0,0.0,0.0,0.0,307.5444,1
2217,['Thomas C Deye'],MD,MD,,,,,,346.67,0.0,0.0,0.0,0.0,0.0,0.0,0
2218,['Thomas C Green'],CT,CT,,['Thomas Green'],,['Thomas Green'],['Thomas Green'],28.94,0.0,363.36391,0.0,31.244444444444444,417.58,812.1883544444445,3
2219,['Thomas Callahan'],MD,MD,['Thomas Callahan'],,,,,123.83,217.08889699999997,0.0,0.0,0.0,0.0,217.08889699999997,1
2220,['Thomas Casey'],RI,RI,,,,,,616.41,0.0,0.0,0.0,0.0,0.0,0.0,0
2221,['Thomas Chester'],CT,CT,,,,,,187.29,0.0,0.0,0.0,0.0,0.0,0.0,0
2222,['Thomas Church'],MA,RI,,['Thomas Church'],,,['Thomas Church'],4669.21,0.0,1135.26387,0.0,0.0,742.4499999999999,1877.71387,2
2223,['Thomas Clapp'],CT,CT,['Thomas Clapp'],,,['Thomas Clapp'],,53.3,53.308330000000005,0.0,0.0,185.36666666666667,0.0,238.6749966666667,2
2224,['Thomas Clark'],CT,CT,['Thomas Clarke'],"['Thomas Clark', 'Thomas Clarke']",,"['Thomas Clark', 'Thomas Clarke']",,686.78,1525.5834,5455.71403,0.0,515.8,0.0,7497.097430000001,3
2225,['Thomas Cloyd Halsey'],RI,RI,,,,,,54.98,0.0,0.0,0.0,0.0,0.0,0.0,0
2226,['Thomas Coggeshall'],CT,RI,,,,,,58.66,0.0,0.0,0.0,0.0,0.0,0.0,0
2227,['Thomas Cogswell'],NH,NH,,,,,,2950.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2228,['Thomas Corbett'],SC,SC,,,,,,916.47,0.0,0.0,0.0,0.0,0.0,0.0,0
2229,['Thomas Daughty'],SC,SC,,,,,,75.77,0.0,0.0,0.0,0.0,0.0,0.0,0
2230,['Thomas Davis'],PA,PA,['Thomas Davis'],['Thomas Davis'],['Thomas Davis'],,"['Thomas Davis', 'Thomas I Davis', 'Thomas Davies']",370.11,1514.94173,12055.411350000002,120.72222222222223,0.0,564.8499999999999,14255.925302222226,4
2231,['Thomas Denton'],PA,PA,,,,,,219.04,0.0,0.0,0.0,0.0,0.0,0.0,0
2232,['Thomas Dungan'],PA,PA,,,['Thomas Dungan'],,"['Thomas Dungan', 'Thomas Dugan']",3308.07,0.0,0.0,27.333333333333332,0.0,3060.6099999999997,3087.943333333333,2
2233,['Thomas Edgars'],CT,CT,,,,['Thomas Edgar'],,80.72,0.0,0.0,0.0,848.8888888888889,0.0,848.8888888888889,1
2234,['Thomas Edmondson'],MD,MD,['Thomas Edmondson'],,,,,79.48,79.48888000000001,0.0,0.0,0.0,0.0,79.48888000000001,1
2235,['Thomas Edward Sumner'],NC,NC,,,,,,892.66,0.0,0.0,0.0,0.0,0.0,0.0,0
2236,['Thomas Edwards'],PA,PA,,,['Thomas Edwards'],,"['Thomas Edward', 'Thomas Edwards']",1264.8,0.0,0.0,1239.8,0.0,158.29,1398.09,2
2237,['Thomas Ferguson'],PA,PA,['Thomas Ferguson'],,,,,395.64,40.0,0.0,0.0,0.0,0.0,40.0,1
2238,['Thomas Forrest'],PA,PA,,,['Thomas Forrest'],,['Thomas Forrest'],217.33,0.0,0.0,20.0,0.0,767.1600000000001,787.1600000000001,2
2239,['Thomas Francis'],PA,PA,['Thomas Francis'],,"['Francis Thomas', 'Thomas Francis']",,['Thomas Francis'],640.01,493.54166,0.0,36.666666666666664,0.0,935.12,1465.3283266666667,3
2240,['Thomas Freebody'],RI,RI,,,,,,239.81,0.0,0.0,0.0,0.0,0.0,0.0,0
2241,['Thomas Giles'],CT,CT,['Thomas Giles'],['Thomas Giles'],,,['Thomas Giles'],445.94,445.9444,160.42221999999998,0.0,0.0,187.8,794.16662,3
2242,['Thomas Gorton'],RI,RI,,,,,,11.51,0.0,0.0,0.0,0.0,0.0,0.0,0
2243,['Thomas Greene s'],RI,RI,,,,,,6.43,0.0,0.0,0.0,0.0,0.0,0.0,0
2244,['Thomas Greene'],RI,RI,,,,,,310.47,0.0,0.0,0.0,0.0,0.0,0.0,0
2245,['Thomas Grosvenor'],CT,CT,,,['Thomas Grosvenor'],['Thomas Grosvenor'],['Thomas Grosvenor'],2887.39,0.0,0.0,15.0,15.0,3981.5299999999997,4011.5299999999997,3
2246,['Thomas H  McCalla'],SC,SC,,,,,,176.68,0.0,0.0,0.0,0.0,0.0,0.0,0
2247,['Thomas Hall'],CT,CT,['Thomas Hall'],['Thomas Hall'],,,['Thomas Hall'],265.48,0.0,86.83888999999999,0.0,0.0,115.0,201.83889,3
2248,['Thomas Hall'],MD,PA,['Thomas Hall'],['Thomas Hall'],,,['Thomas Hall'],881.45,0.0,86.83888999999999,0.0,0.0,0.0,86.83888999999999,3
2249,['Thomas Hamilton'],PA,PA,,,['Thomas Hamilton'],,['Thomas Hamilton'],1895.11,0.0,0.0,157.04444444444445,0.0,408.1,565.1444444444445,2
2250,"['Thomas Harwood', 'Benjamin Harwood']",MD,MD,"['Thomas Harwood', 'Benjamin Harwood']",,,,['Thomas Harwood'],256.34,136.95001,0.0,0.0,0.0,298.06,435.01000999999997,2
2251,['Thomas Hawkins'],MD,MD,['Thomas Hawkins'],,,,,120.72,120.72223999999999,0.0,0.0,0.0,0.0,120.72223999999999,1
2252,['Thomas Hopkins'],CT,CT,,,,,['Thomas Hopkins'],295.12,0.0,0.0,0.0,0.0,10.26,10.26,1
2253,['Thomas Hyde'],MD,MD,['Thomas Hyde'],,,,,199.72,83.47501,0.0,0.0,0.0,0.0,83.47501,1
2254,['Thomas Jones'],PA,PA,"['Thomas Johnes', 'Thomas Jones']","['Thomas Johnes', 'Thomas Jones']",['Thomas Jones'],['Thomas Jones'],['Thomas Jones'],540.47,3348.73083,4816.40127,327.75555555555553,693.6777777777777,576.44,9763.005433333334,5
2255,['Thomas Jones'],RI,RI,"['Thomas Johnes', 'Thomas Jones']","['Thomas Johnes', 'Thomas Jones']",['Thomas Jones'],['Thomas Jones'],['Thomas Jones'],570.03,0.0,8165.132100000001,0.0,693.6777777777777,337.14000000000004,9195.949877777777,5
2256,['Thomas Jones'],SC,SC,"['Thomas Johnes', 'Thomas Jones']","['Thomas Johnes', 'Thomas Jones']",['Thomas Jones'],['Thomas Jones'],['Thomas Jones'],170.8,0.0,8165.132100000001,0.0,693.6777777777777,337.14000000000004,9195.949877777777,5
2257,['Thomas Keltand'],PA,PA,,,,,,464.02,0.0,0.0,0.0,0.0,0.0,0.0,0
2258,['Thomas L Moore'],PA,PA,,['Thomas Moore'],,['Thomas Moore'],"['Thomas Moore', 'Thomas L Moore']",2000.0,0.0,39.744440000000004,0.0,102.07777777777778,2198.49,2340.3122177777777,3
2259,['Thomas Lansdale'],MD,MD,['Thomas Lansdale'],,,,['Thomas Lansdale'],4227.6,362.2222,0.0,0.0,0.0,3574.15,3936.3722000000002,2
2260,['Thomas Lea'],PA,SC,,,,['Thomas Lea'],,225.0,0.0,0.0,0.0,4.4,0.0,4.4,1
2261,['Thomas Lee'],CT,CT,,,,['Thomas Lee'],['Thomas Lee'],28.0,0.0,0.0,0.0,298.1222222222222,53.3,351.4222222222222,2
2262,['Thomas Lee'],MA,CT,,,,['Thomas Lee'],['Thomas Lee'],871.69,0.0,0.0,0.0,298.1222222222222,53.3,351.4222222222222,2
2263,['Thomas Lehre'],SC,SC,,,,,,37.44,0.0,0.0,0.0,0.0,0.0,0.0,0
2264,['Thomas Leiper'],PA,PA,['Thomas Leiper'],,,,,89.48,3828.2807199999997,0.0,0.0,0.0,0.0,3828.2807199999997,1
2265,['Thomas Lloyd'],CT,CT,,,,"['Thomas Lloyd', 'Thomas Lloyd ']",,141.19,0.0,0.0,0.0,415.1111111111111,0.0,415.1111111111111,1
2266,['Thomas Marriott'],MD,MD,,,,,,729.51,0.0,0.0,0.0,0.0,0.0,0.0,0
2267,['Thomas Martin'],MD,MD,,['Thomas Martin'],,,['Thomas Martin'],485.75,0.0,2400.0,0.0,0.0,78.78,2478.78,2
2268,['Thomas May'],CT,CT,['Thomas May'],,,['Thomas May'],,425.68,755.06944,0.0,0.0,40.044444444444444,0.0,795.1138844444445,2
2269,['Thomas McWilling'],PA,PA,,,,,,14781.92,0.0,0.0,0.0,0.0,0.0,0.0,0
2270,['Thomas Meyers'],PA,PA,"['Thomas Meyers', 'Thomas Myers']",['Thomas Myers'],,,,6800.84,7202.676439999999,219.29725,0.0,0.0,0.0,7421.973689999999,2
2271,['Thomas Mitchell'],RI,RI,,,,,,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2272,['Thomas Mitchell'],SC,SC,,,,,,82.64,0.0,0.0,0.0,0.0,0.0,0.0,0
2273,['Thomas Morris'],SC,SC,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2274,['Thomas Newson'],CT,CT,,,,,,213.45,0.0,0.0,0.0,0.0,0.0,0.0,0
2275,['Thomas Odiorne'],NH,NH,['Thomas Odiorne'],,['Thomas Odiorne'],['Thomas Odiorne'],,417.38,355.8444,0.0,6.2444444444444445,6.2444444444444445,0.0,368.33328888888894,3
2276,['Thomas Ogier'],SC,SC,,,,,,153.89,0.0,0.0,0.0,0.0,0.0,0.0,0
2277,['Thomas Patton'],PA,PA,['Thomas Patton'],,['Thomas Patton'],,['Thomas Patton'],1139.97,366.2639,0.0,48.0,0.0,495.7,909.9639,3
2278,['Thomas Paul'],PA,PA,,,,,,150.45,0.0,0.0,0.0,0.0,0.0,0.0,0
2279,['Thomas Pinckney'],SC,SC,,,,,,578.07,0.0,0.0,0.0,0.0,0.0,0.0,0
2280,['Thomas Potter'],RI,RI,,,,,,26.77,0.0,0.0,0.0,0.0,0.0,0.0,0
2281,['Thomas Richardson'],MD,MD,['Thomas Richardson'],,,,['Thomas Richardson'],177.33,212.47501,0.0,0.0,0.0,421.48,633.95501,2
2282,['Thomas Robinson'],DE,PA,,['Thomas Robinson'],,['Thomas Robinson'],['Thomas Robinson'],2518.12,0.0,139.4,0.0,122.25555555555556,5250.15,5511.805555555555,3
