,6p_Dollar,6p_Cents,6p_def_Dollar,6p_def_Cents,3p_Dollar,3p_Cents,town,state,occupation,county,name_type,6p_total
1429,165.0,89.0,82.0,94.0,666.0,21.0,Virginia,VA,,,state,165.89
1430,38.0,73.0,19.0,36.0,41.0,14.0,Talbot County,MD,,Talbot County,county,38.73
1431,1118.0,62.0,559.0,31.0,366.0,70.0,Annapolis,MD,,Anne Arundel County,town,1118.62
1432,22.0,50.0,11.0,25.0,22.0,96.0,Prince Georges County,MD,,Prince Georges County,county,22.5
1433,220.0,88.0,110.0,43.0,299.0,1.0,Queen Annes County,MD,,Queen Annes County,county,220.88
1434,71.0,67.0,35.0,83.0,64.0,85.0,Baltimore Town,MD,,Baltimore County,town,71.67
1435,242.0,22.0,121.0,11.0,,,Annapolis,MD,,Anne Arundel County,town,242.22
1436,110.0,48.0,55.0,24.0,92.0,13.0,Prince Georges County,MD,,Prince Georges County,county,110.48
1437,24.0,85.0,12.0,42.0,26.0,32.0,Prince Georges County,MD,,Prince Georges County,county,24.85
1438,,,,,168.0,52.0,Baltimore,MD,Merchant,Baltimore County,town,
1439,306.0,5.0,153.0,2.0,225.0,17.0,Charles County,MD,,Charles County,county,306.05
1440,563.0,47.0,281.0,73.0,598.0,30.0,Prince Georges County,MD,,Prince Georges County,county,563.47
1441,1023.0,24.0,511.0,62.0,758.0,46.0,Harford County,MD,,Harford County,county,1023.24
1442,82.0,22.0,41.0,11.0,52.0,72.0,Annapolis,MD,,Anne Arundel County,town,82.22
1443,109619.0,64.0,54809.0,82.0,108192.0,72.0,Annapolis,MD,,Anne Arundel County,town,109619.64
1444,130.0,51.0,65.0,25.0,93.0,96.0,Annapolis,MD,,Anne Arundel County,town,130.51
1445,,,,,131.0,44.0,Anne Arundel County,MD,,Anne Arundel County,county,
1446,164.0,78.0,82.0,39.0,173.0,92.0,Annapolis,MD,,Anne Arundel County,town,164.78
1447,5.0,64.0,2.0,82.0,,,Charles County,MD,,Charles County,county,5.64
1448,18.0,82.0,9.0,40.0,19.0,94.0,Annapolis,MD,,Anne Arundel County,town,18.82
1449,133.0,48.0,66.0,74.0,139.0,71.0,Annapolis,MD,,Anne Arundel County,town,133.48
1450,218.0,44.0,109.0,21.0,201.0,23.0,Annapolis,MD,,Anne Arundel County,town,218.44
1451,118.0,70.0,59.0,35.0,145.0,98.0,Annapolis,MD,,Anne Arundel County,town,118.7
1452,115.0,56.0,57.0,77.0,74.0,10.0,,,,,other,115.56
1453,75.0,,37.0,50.0,71.0,52.0,Prince Georges County,MD,Adminstrator of Robert Whitaker,Prince Georges County,county,
1454,170.0,90.0,85.0,44.0,,,Annapolis,MD,,Anne Arundel County,town,170.9
1455,324.0,97.0,162.0,48.0,,,Annapolis,MD,,Anne Arundel County,town,324.97
1456,100.0,88.0,50.0,43.0,105.0,65.0,Virginia,VA,,,state,100.88
1457,158.0,8.0,79.0,3.0,,,Baltimore,MD,,Baltimore County,town,158.08
1458,2400.0,,1200.0,,1539.0,60.0,Baltimore,MD,,Baltimore County,town,
1459,811.0,28.0,405.0,63.0,360.0,,Annapolis,MD,,Anne Arundel County,town,811.28
1460,1295.0,39.0,647.0,69.0,1492.0,60.0,Anne Arundel County,MD,,Anne Arundel County,county,1295.39
1461,139.0,42.0,69.0,71.0,48.0,96.0,Baltimore,MD,Merchant,Baltimore County,town,139.42
1462,17.0,21.0,8.0,61.0,,,Frederick County,MD,,Frederick County,county,17.21
1463,8.0,90.0,4.0,44.0,45.0,11.0,Prince Georges County,MD,,Prince Georges County,county,8.9
1464,219.0,66.0,109.0,82.0,243.0,42.0,Anne Arundel County,MD,,Anne Arundel County,county,219.66
1465,33.0,11.0,16.0,55.0,32.0,77.0,Anne Arundel County,MD,,Anne Arundel County,county,33.11
1466,1989.0,19.0,1137.0,29.0,1912.0,6.0,Prince Georges County,MD,,Prince Georges County,county,1989.19
1467,285.0,41.0,,,,,Prince Georges County,MD,,Prince Georges County,county,285.41
1468,22.0,21.0,11.0,11.0,,,Annapolis,MD,,Anne Arundel County,town,22.21
1469,278.0,44.0,139.0,21.0,,,Prince Georges County,MD,,Prince Georges County,county,278.44
1470,81.0,26.0,40.0,62.0,,,Montgomery County,MD,,Montgomery County,county,81.26
1471,66.0,52.0,33.0,25.0,,,Montgomery County,MD,,Montgomery County,county,66.52
1472,179.0,25.0,89.0,62.0,149.0,25.0,Queen Annes County,MD,,Queen Annes County,county,179.25
1473,56.0,95.0,28.0,48.0,58.0,98.0,Annapolis,MD,,Anne Arundel County,town,56.95
1474,295.0,5.0,147.0,52.0,154.0,82.0,Virginia,VA,,,state,295.05
1475,33605.0,38.0,16802.0,69.0,30160.0,83.0,Annapolis,MD,,Anne Arundel County,town,33605.38
1476,139.0,55.0,69.0,78.0,117.0,1.0,Anne Arundel County,MD,,Anne Arundel County,county,139.55
1477,53.0,33.0,26.0,67.0,36.0,34.0,,,,,other,53.33
1478,,,1728.0,98.0,,,Frederick Town,MD,,Frederick County,town,
1479,248.0,92.0,124.0,47.0,156.0,80.0,Prince Georges County,MD,,Prince Georges County,county,248.92
1480,4220.0,63.0,2110.0,30.0,1139.0,54.0,St Marys County,MD,,St Marys County,county,4220.63
1481,2138.0,94.0,1069.0,47.0,1418.0,11.0,Baltimore,MD,Merchant,Baltimore County,town,2138.94
1482,203.0,83.0,101.0,91.0,55.0,3.0,Annapolis,MD,,Anne Arundel County,town,203.83
1483,83.0,33.0,41.0,67.0,79.0,74.0,Annapolis,MD,,Anne Arundel County,town,83.33
1484,500.0,,,,,,,,,,other,
1485,1269.0,28.0,634.0,64.0,1037.0,61.0,,,,,other,1269.28
1486,,,2011.0,13.0,,,Annapolis,MD,,Anne Arundel County,town,
1487,53.0,64.0,26.0,82.0,19.0,31.0,Annapolis,MD,,Anne Arundel County,town,53.64
1488,,,,,1191.0,55.0,,,,,other,
1489,,,7689.0,83.0,,,Annapolis,MD,,Anne Arundel County,town,
1490,,,1879.0,59.0,,,Prince Georges County,MD,,Prince Georges County,county,
1491,,,,,1050.0,,,,,,other,
1492,284.0,53.0,,,,,Doden Maryland,MD,,Anne Arundel County,town,284.53
1493,3078.0,18.0,1539.0,9.0,1619.0,52.0,Annapolis,MD,,Anne Arundel County,town,3078.18
1494,87.0,51.0,43.0,76.0,92.0,31.0,,,,,other,87.51
1495,35.0,90.0,17.0,95.0,,,,,,,other,35.9
1496,54.0,21.0,27.0,10.0,43.0,90.0,,,,,other,54.21
1497,310.0,10.0,155.0,6.0,199.0,10.0,,,,,other,310.1
1498,461.0,88.0,230.0,94.0,133.0,94.0,,,,,other,461.88
1499,31.0,77.0,15.0,89.0,47.0,36.0,Annapolis,MD,,Anne Arundel County,town,31.77
1500,36.0,22.0,18.0,12.0,25.0,43.0,,,,,other,36.22
1501,26.0,87.0,13.0,44.0,26.0,10.0,,,,,other,26.87
1502,1250.0,,,,,,,,,,other,
1503,,,1227.0,58.0,,,Annapolis,MD,,Anne Arundel County,town,
1504,203.0,34.0,101.0,66.0,150.0,17.0,Montgomery County,MD,,Montgomery County,county,203.34
1505,206.0,66.0,,,145.0,69.0,Annapolis,MD,Merchant,Anne Arundel County,town,206.66
1506,155.0,70.0,77.0,85.0,151.0,42.0,,,,,other,155.7
1507,59.0,99.0,30.0,1.0,38.0,53.0,,MD,,,state,59.99
1508,,,695.0,28.0,,,Annapolis,MD,,Anne Arundel County,town,
1509,289.0,18.0,144.0,59.0,251.0,92.0,Frederick Town,MD,,Frederick County,town,289.18
1510,230.0,82.0,115.0,40.0,220.0,58.0,,,,,other,230.82
1511,205.0,18.0,102.0,59.0,110.0,80.0,Baltimore Town,MD,,Baltimore County,town,205.18
1512,76.0,18.0,38.0,10.0,80.0,84.0,Anne Arundel County,MD,,Anne Arundel County,county,76.18
1513,108.0,60.0,54.0,30.0,17.0,85.0,,,,,other,108.6
1514,144.0,90.0,72.0,46.0,94.0,21.0,Annapolis,MD,,Anne Arundel County,town,144.9
1515,,,199.0,28.0,,,,,,,other,
1516,156.0,10.0,78.0,6.0,100.0,54.0,,,,,other,156.1
1517,53.0,34.0,26.0,66.0,28.0,80.0,Annapolis,MD,,Anne Arundel County,town,53.34
1518,193.0,10.0,96.0,56.0,137.0,12.0,Annapolis,MD,,Anne Arundel County,town,193.1
1519,51.0,,25.0,,48.0,30.0,,,,,other,
1520,,,,,15000.0,,Baltimore,MD,Merchant,Baltimore County,town,
1521,160.0,,80.0,,115.0,80.0,,,,,other,
1522,15.0,44.0,8.0,22.0,14.0,17.0,,,,,other,15.44
1523,,,,,410.0,70.0,,,,,other,
1524,,,49.0,14.0,,,,,,,other,
1525,6.0,4.0,3.0,2.0,,,,,,,other,6.04
1526,159.0,36.0,79.0,68.0,144.0,30.0,Annapolis,MD,,Anne Arundel County,town,159.36
1527,715.0,,357.0,51.0,135.0,74.0,Baltimore,MD,Merchant,Baltimore County,town,
1528,,,,,,,,,,,other,
1529,14.0,30.0,7.0,16.0,15.0,28.0,,,,,other,14.3
1530,2606.0,50.0,,,,,,,,,other,2606.5
1531,26.0,93.0,13.0,47.0,28.0,70.0,Isaac,MD,,,other,26.93
1532,39.0,33.0,19.0,67.0,28.0,30.0,Annapolis,MD,,Anne Arundel County,town,39.33
1533,59.0,16.0,29.0,58.0,52.0,12.0,Annapolis,MD,,Anne Arundel County,town,59.16
1534,47.0,22.0,23.0,61.0,48.0,37.0,,,,,other,47.22
1535,13.0,53.0,6.0,77.0,,,Annapolis,MD,,Anne Arundel County,town,13.53
1536,4000.0,,,,,,Annapolis,MD,,Anne Arundel County,town,
1537,,,,,6973.0,81.0,Baltimore,MD,Merchant,Baltimore County,town,
1538,390.0,29.0,195.0,14.0,280.0,60.0,Annapolis,MD,,Anne Arundel County,town,390.29
1539,69.0,33.0,34.0,67.0,66.0,3.0,,,,,other,69.33
1540,50.0,66.0,25.0,34.0,,,Baltimore,MD,,Baltimore County,town,50.66
1541,23.0,34.0,11.0,66.0,18.0,27.0,Annapolis,MD,,Anne Arundel County,town,23.34
1542,978.0,8.0,489.0,5.0,1149.0,92.0,Annapolis,MD,,Anne Arundel County,town,978.08
1543,102.0,74.0,51.0,37.0,78.0,33.0,Annapolis,MD,Merchant,Anne Arundel County,town,102.74
1544,10.0,,5.0,,9.0,47.0,Annapolis,MD,,Anne Arundel County,town,
1545,33.0,39.0,16.0,69.0,33.0,43.0,Annapolis,MD,,Anne Arundel County,town,33.39
1546,2540.0,,,,,,Annapolis,MD,,Anne Arundel County,town,
1547,75.0,97.0,37.0,98.0,73.0,74.0,Anne Arundel County,MD,,Anne Arundel County,county,75.97
1548,135.0,55.0,67.0,78.0,91.0,12.0,Anne Arundel County,MD,,Anne Arundel County,county,135.55
1549,12.0,46.0,6.0,24.0,13.0,21.0,,,,,other,12.46
1550,27.0,60.0,13.0,80.0,18.0,47.0,,,,,other,27.6
1551,274.0,67.0,,,,,Annapolis,MD,,Anne Arundel County,town,274.67
1552,511.0,78.0,255.0,89.0,314.0,45.0,Baltimore,MD,Merchant,Baltimore County,town,511.78
1553,214.0,40.0,107.0,20.0,63.0,50.0,Baltimore,MD,Merchant,Baltimore County,town,214.4
1554,5.0,14.0,2.0,57.0,,22.0,Annapolis,MD,,Anne Arundel County,town,5.14
1555,13.0,28.0,6.0,65.0,12.0,93.0,,,,,other,13.28
1556,16.0,50.0,8.0,26.0,16.0,96.0,,,,,other,16.5
1557,750.0,,,,,,,,,,other,
1558,400.0,,200.0,,495.0,40.0,,,,,other,
1559,166.0,3.0,83.0,2.0,119.0,75.0,Annapolis,MD,,Anne Arundel County,town,166.03
1560,4150.0,80.0,,,,,Annapolis,MD,,Anne Arundel County,town,4150.8
1561,1506.0,71.0,753.0,36.0,1597.0,71.0,,,,,other,1506.71
1562,13.0,64.0,6.0,83.0,16.0,64.0,Harford County,MD,,Harford County,county,13.64
1563,28.0,88.0,14.0,45.0,18.0,52.0,,,,,other,28.88
1564,237.0,31.0,118.0,66.0,215.0,77.0,,,,,other,237.31
1565,25.0,28.0,12.0,65.0,88.0,,Baltimore,MD,Merchant,Baltimore County,town,25.28
1566,1071.0,67.0,535.0,84.0,747.0,91.0,,,,,other,1071.67
1567,103.0,62.0,51.0,82.0,27.0,97.0,,,,,other,103.62
1568,12.0,26.0,6.0,14.0,12.0,5.0,,,,,other,12.26
1569,208.0,78.0,104.0,39.0,128.0,66.0,,,,,other,208.78
1570,23.0,36.0,11.0,69.0,25.0,54.0,,,,,other,23.36
1571,160.0,,80.0,,115.0,20.0,,,,,other,
1572,33.0,3.0,16.0,52.0,25.0,56.0,Annapolis,MD,,Anne Arundel County,town,33.03
1573,21.0,61.0,10.0,80.0,17.0,25.0,Annapolis,MD,,Anne Arundel County,town,21.61
1574,93.0,33.0,46.0,67.0,73.0,14.0,Annapolis,MD,,Anne Arundel County,town,93.33
1575,397.0,16.0,,,,,Annapolis,MD,,Anne Arundel County,town,397.16
1576,5000.0,,,,35000.0,,,,,,other,
1577,1081.0,8.0,,,,,Annapolis,MD,,Anne Arundel County,town,1081.08
1578,3600.0,8.0,562.0,18.0,188.0,80.0,Annapolis,MD,,Anne Arundel County,town,3600.08
1579,133.0,33.0,66.0,67.0,130.0,,Annapolis,MD,,Anne Arundel County,town,133.33
1580,2059.0,74.0,,,,,Annapolis,MD,,Anne Arundel County,town,2059.74
1581,569.0,52.0,,,,,,,,,other,569.52
1582,2412.0,29.0,,,,,,,,,other,2412.29
1583,400.0,,,,4000.0,,,,Executor of Robert Dick,,other,
1584,800.0,,,,,,Baltimore,MD,,Baltimore County,town,
1585,666.0,67.0,333.0,33.0,420.0,,Annapolis,MD,,Anne Arundel County,town,666.67
1586,4000.0,,,,,,,,,,other,
1587,193.0,57.0,96.0,78.0,181.0,,Annapolis,MD,Merchant,Anne Arundel County,town,193.57
1588,,,,,5758.0,26.0,Annapolis,MD,Merchant,Anne Arundel County,town,
1589,154.0,25.0,109.0,33.0,,,Baltimore Town,MD,,Baltimore County,town,154.25
1590,,,14.0,40.0,,,Baltimore Town,MD,,Baltimore County,town,
1591,231.0,12.0,115.0,55.0,291.0,20.0,Baltimore County,MD,,Baltimore County,county,231.12
1592,5000.0,,,,,,London,,,,other,
1593,8.0,34.0,4.0,16.0,8.0,3.0,London,,,,other,8.34
1594,37.0,60.0,,,,,,,,,other,37.6
1595,1330.0,16.0,,,,,Baltimore,MD,Merchant,Baltimore County,town,1330.16
1596,24.0,62.0,12.0,30.0,18.0,82.0,Annapolis,MD,,Anne Arundel County,town,24.62
1597,,,,,6.0,64.0,Annapolis,MD,,Anne Arundel County,town,
1598,4721.0,90.0,,,,,Prince Georges County,MD,,Prince Georges County,county,4721.9
1599,115.0,73.0,57.0,86.0,,,,,Adm of William Wedge,,other,115.73
1600,2173.0,86.0,284.0,,,,Annapolis,MD,,Anne Arundel County,town,2173.86
1601,20000.0,,,,,,George Town,MD,,Cecil County,town,
1602,1771.0,67.0,254.0,27.0,,,Prince Georges County,MD,,Prince Georges County,county,1771.67
1603,3600.0,,,,,,Baltimore,MD,,Baltimore County,town,
1604,592.0,50.0,,,,,Baltimore,MD,,Baltimore County,town,592.5
1605,105.0,91.0,52.0,95.0,93.0,39.0,Annapolis,MD,,Anne Arundel County,town,105.91
1606,414.0,50.0,20.0,75.0,,,Baltimore,MD,,Baltimore County,town,414.5
1607,644.0,61.0,635.0,89.0,,,Baltimore,MD,,Baltimore County,town,644.61
1608,2132.0,25.0,,,,,Baltimore,MD,,Baltimore County,town,2132.25
1609,31.0,11.0,15.0,55.0,25.0,19.0,Annapolis,MD,,Anne Arundel County,town,31.11
1610,24.0,89.0,12.0,44.0,20.0,15.0,Annapolis,MD,,Anne Arundel County,town,24.89
1611,214.0,45.0,,,,,Annapolis,MD,,Anne Arundel County,town,214.45
1612,58.0,76.0,29.0,38.0,64.0,17.0,Baltimore Town,MD,Merchant,Baltimore County,town,58.76
1613,661.0,8.0,,,,,Annapolis,MD,,Anne Arundel County,town,661.08
1614,1087.0,13.0,,,,,Annapolis,MD,,Anne Arundel County,town,1087.13
1615,333.0,33.0,,,,,Annapolis,MD,,Anne Arundel County,town,333.33
1616,2392.0,60.0,,,,,Annapolis,MD,,Anne Arundel County,town,2392.6
1617,61.0,11.0,470.0,55.0,,,Annapolis,MD,,Anne Arundel County,town,61.11
1618,341.0,70.0,,,,,Annapolis,MD,,Anne Arundel County,town,341.7
1619,183.0,55.0,91.0,78.0,130.0,,,,,,other,183.55
1620,1000.0,,,,,,Annapolis,MD,,Anne Arundel County,town,
1621,3295.0,27.0,,,,,Annapolis,MD,,Anne Arundel County,town,3295.27
1622,496.0,83.0,,,,,Annapolis,MD,,Anne Arundel County,town,496.83
1623,3000.0,,,,,,Baltimore,MD,,Baltimore County,town,
1624,1729.0,16.0,,,,,Annapolis,MD,,Anne Arundel County,town,1729.16
1625,1307.0,25.0,,,,,George Town,MD,,Cecil County,town,1307.25
1626,1276.0,50.0,,,,,Anne Arundel County,MD,,Anne Arundel County,county,1276.5
1627,890.0,86.0,,,,,Annapolis,MD,,Anne Arundel County,town,890.86
1628,1178.0,22.0,,,,,Annapolis,MD,,Anne Arundel County,town,1178.22
1629,825.0,,,,,,Baltimore,MD,,Baltimore County,town,
1630,2097.0,63.0,,,,,South Carolina,SC,Merchant,,state,2097.63
1631,403.0,87.0,281.0,82.0,339.0,85.0,Annapolis,MD,,Anne Arundel County,town,403.87
1632,159.0,78.0,,,139.0,37.0,Annapolis,MD,,Anne Arundel County,town,159.78
1633,56.0,46.0,28.0,24.0,54.0,33.0,Annapolis,MD,,Anne Arundel County,town,56.46
1634,142.0,24.0,75.0,95.0,106.0,43.0,Frederick County Maryland,MD,,Frederick County,county,142.24
1635,2000.0,0.0,,,,,Prince Georges County,MD,,Prince Georges County,county,2000.0
1636,5810.0,98.0,,,,,Annapolis,MD,,Anne Arundel County,town,5810.98
1637,7332.0,39.0,1017.0,55.0,,,Annapolis,MD,,Anne Arundel County,town,7332.39
1638,6000.0,0.0,,,,,Annapolis,MD,,Anne Arundel County,town,6000.0
1639,2820.0,6.0,,,,,Annapolis,MD,,Anne Arundel County,town,2820.06
1640,528.0,97.0,,,,,Annapolis,MD,,Anne Arundel County,town,528.97
1641,1864.0,71.0,,,,,Annapolis,MD,,Anne Arundel County,town,1864.71
1642,1694.0,25.0,,,,,Annapolis,MD,,Anne Arundel County,town,1694.25
1643,1010.0,74.0,,,,,Annapolis,MD,,Anne Arundel County,town,1010.74
1644,2717.0,43.0,,,,,Annapolis,MD,,Anne Arundel County,town,2717.43
1645,1485.0,5.0,,,,,Annapolis,MD,,Anne Arundel County,town,1485.05
1646,900.0,,,,,,Annapolis,MD,,Anne Arundel County,town,
1647,1654.0,61.0,,,,,Annapolis,MD,,Anne Arundel County,town,1654.61
1648,913.0,50.0,,,,,Annapolis,MD,,Anne Arundel County,town,913.5
1649,37.0,20.0,18.0,60.0,35.0,87.0,Annapolis,MD,,Anne Arundel County,town,37.2
1650,208.0,27.0,104.0,13.0,200.0,4.0,,,,,other,208.27
1651,119.0,75.0,,,,,,,,,other,119.75
1652,1443.0,4.0,,,,,Annapolis,MD,,Anne Arundel County,town,1443.04
1653,963.0,64.0,,,,,Annapolis,MD,,Anne Arundel County,town,963.64
1654,1320.0,10.0,,,,,Annapolis,MD,,Anne Arundel County,town,1320.1
1655,360.0,0.0,,,,,Annapolis,MD,,Anne Arundel County,town,360.0
1656,819.0,32.0,,,,,Annapolis,MD,,Anne Arundel County,town,819.32
1657,1343.0,52.0,,,,,Annapolis,MD,,Anne Arundel County,town,1343.52
1658,2231.0,50.0,,,,,Annapolis,MD,,Anne Arundel County,town,2231.5
1659,351.0,81.0,,,,,Annapolis,MD,,Anne Arundel County,town,351.81
1660,1708.0,52.0,,,,,Annapolis,MD,,Anne Arundel County,town,1708.52
1661,2306.0,0.0,689.0,53.0,,,Annapolis,MD,,Anne Arundel County,town,2306.0
1662,1842.0,73.0,19.0,46.0,10.0,51.0,Annapolis,MD,,Anne Arundel County,town,1842.73
1663,38.0,93.0,62.0,48.0,108.0,28.0,Anne Arundel County,MD,,Anne Arundel County,county,38.93
1664,124.0,96.0,,,,,,,,,other,124.96
1665,374.0,56.0,,,,,Annapolis,MD,,Anne Arundel County,town,374.56
1666,,,602.0,50.0,,,,,,,other,
1667,,,32.0,8.0,,,Annapolis,MD,,Anne Arundel County,town,
1668,,,1899.0,13.0,,,Annapolis,MD,,Anne Arundel County,town,
1669,,,188.0,43.0,100.0,37.0,Prince Georges County,MD,,Prince Georges County,county,
1670,,,3600.0,,,,Annapolis,MD,,Anne Arundel County,town,
1671,,,109.0,2.0,,,,,,,other,
1672,,,212.0,83.0,,,Annapolis,MD,,Anne Arundel County,town,
1673,,,1604.0,33.0,,,,,,,other,
1674,,,310.0,55.0,,,Annapolis,MD,,Anne Arundel County,town,
1675,,,7835.0,89.0,,,Annapolis,MD,,Anne Arundel County,town,
1676,,,1303.0,24.0,,,Annapolis,MD,,Anne Arundel County,town,
1677,,,875.0,55.0,,,Annapolis,MD,,Anne Arundel County,town,
1678,,,347.0,3.0,,,Annapolis,MD,,Anne Arundel County,town,
1679,,,967.0,86.0,,,Annapolis,MD,,Anne Arundel County,town,
1680,,,654.0,36.0,,,Annapolis,MD,,Anne Arundel County,town,
1681,,,640.0,77.0,,,Annapolis,MD,,Anne Arundel County,town,
1682,,,689.0,6.0,,,Annapolis,MD,,Anne Arundel County,town,
1683,,,1050.0,47.0,,,Annapolis,MD,,Anne Arundel County,town,
1684,,,1600.0,,,,Annapolis,MD,,Anne Arundel County,town,
1685,,,53.0,74.0,,,Annapolis,MD,,Anne Arundel County,town,
1686,,,2077.0,94.0,,,Annapolis,MD,,Anne Arundel County,town,
1687,,,540.0,,,,,,,,other,
1688,,,18.0,80.0,,,,,,,other,
1689,,,1479.0,68.0,5007.0,57.0,,,,,other,
1690,,,,,2810.0,40.0,,,,,other,
1691,118.0,22.0,,,347.0,20.0,Doden Maryland,MD,,Anne Arundel County,town,118.22
1692,,,,,72.0,82.0,,,,,other,
1693,,,,,23958.0,26.0,,,,,other,
1694,,,,,7660.0,80.0,,,,,other,
1695,,,,,1800.0,,,,,,other,
1696,,,,,291.0,20.0,Baltimore County,MD,,Baltimore County,county,
1697,,,,,1173.0,,,,,,other,
1698,,,,,29.0,89.0,,,,,other,
1699,,,,,2372.0,48.0,,,,,other,
1700,23.0,42.0,11.0,71.0,18.0,97.0,,,,,other,23.42
1701,1865.0,58.0,932.0,74.0,1950.0,61.0,Edenton,NC,,Chowan County,town,1865.58
1702,127.0,24.0,63.0,62.0,,,New York,NY,,,state,127.24
1703,85.0,25.0,42.0,62.0,41.0,82.0,Wayne County,NC,Merchant,Wayne County,county,85.25
1704,41.0,65.0,20.0,77.0,33.0,50.0,,,,,other,41.65
1705,989.0,88.0,494.0,94.0,1006.0,12.0,Edenton,NC,,Chowan County,town,989.88
1706,335.0,50.0,167.0,75.0,155.0,96.0,Edenton,NC,,Chowan County,town,335.5
1707,465.0,74.0,232.0,87.0,780.0,81.0,Richmond Virginia,VA,,Henrico County,town,465.74
1708,174.0,32.0,87.0,16.0,,,Newbern,NC,,Craven County,town,174.32
1709,53.0,2.0,26.0,51.0,,,Rowan County,NC,,Rowan County,county,53.02
1710,30.0,81.0,15.0,40.0,,,Rowan County,NC,,Rowan County,county,30.81
1711,4.0,,2.0,,,,Rowan County,NC,,Rowan County,county,
1712,5.0,59.0,2.0,79.0,,,Rowan County,NC,,Rowan County,county,5.59
1713,116.0,76.0,58.0,38.0,,,Warren County,NC,,Warren County,county,116.76
1714,1330.0,16.0,665.0,8.0,873.0,78.0,Tarborugh,NC,,Edgecombe County,town,1330.16
1715,297.0,67.0,148.0,83.0,,,Maryland,MD,,,state,297.67
1716,49.0,56.0,24.0,78.0,50.0,87.0,Richmond Virginia,VA,,Henrico County,town,49.56
1717,1577.0,20.0,788.0,60.0,1748.0,70.0,Newbern,NC,,Craven County,town,1577.2
1718,1380.0,,690.0,,885.0,5.0,Murfrees Borough,NC,,Hertford County,town,
1719,15.0,30.0,7.0,65.0,,,Perquimans County,NC,,Perquimans County,county,15.3
1720,21.0,4.0,10.0,52.0,,,Mecklenburg County,NC,,Mecklenburg County,county,21.04
1721,10.0,52.0,5.0,26.0,,,Warren County,NC,,Warren County,county,10.52
1722,81.0,80.0,40.0,89.0,,,Fayetteville,NC,,Cumberland County,town,81.8
1723,14.0,94.0,7.0,47.0,,,Wilmington,NC,,New Hanover County,town,14.94
1724,39.0,13.0,19.0,56.0,,,Petersburg Virginia,VA,,Hampshire County,town,39.13
1725,458.0,54.0,229.0,26.0,512.0,50.0,Edgecombe County,NC,,Edgecombe County,county,458.54
1726,19.0,56.0,9.0,77.0,20.0,78.0,Pitt County,NC,,Pitt County,county,19.56
1727,98.0,66.0,49.0,33.0,,,Salisbury,NC,,Rowan County,town,98.66
1728,442.0,53.0,221.0,26.0,296.0,5.0,Newbern,NC,,Craven County,town,442.53
1729,1003.0,57.0,501.0,78.0,199.0,63.0,Edenton,NC,,Chowan County,town,1003.57
1730,22.0,33.0,11.0,14.0,,,Halifax,NC,,Halifax County,town,22.33
1731,19.0,84.0,9.0,93.0,,,,,,,other,19.84
1732,24.0,76.0,12.0,38.0,,,,,,,other,24.76
1733,73.0,90.0,36.0,96.0,,,,,,,other,73.9
1734,53.0,3.0,26.0,52.0,,,,,,,other,53.03
1735,16.0,62.0,8.0,32.0,,,,,,,other,16.62
1736,32.0,45.0,16.0,23.0,,,Maryland,MD,,,state,32.45
1737,201.0,11.0,100.0,55.0,138.0,48.0,Montgomery County Maryland,MD,,Montgomery County,county,201.11
1738,98.0,66.0,49.0,34.0,71.0,3.0,Halifax,NC,,Halifax County,town,98.66
1739,698.0,59.0,349.0,29.0,486.0,79.0,Newbern,NC,,Craven County,town,698.59
1740,254.0,73.0,127.0,36.0,179.0,20.0,Washington,NC,,Beaufort County,town,254.73
1741,208.0,22.0,104.0,11.0,147.0,40.0,,,,,other,208.22
1742,64.0,44.0,32.0,22.0,42.0,36.0,New York,NY,,,state,64.44
1743,88.0,74.0,44.0,37.0,61.0,62.0,,,,,other,88.74
1744,71.0,11.0,35.0,55.0,51.0,20.0,Murfrees Borough,NC,,Hertford County,town,71.11
1745,2008.0,37.0,1004.0,18.0,1324.0,76.0,Newbern,NC,Doctors of Physic,Craven County,town,2008.37
1746,84.0,51.0,42.0,25.0,85.0,67.0,Richmond Virginia,VA,,Henrico County,town,84.51
1747,16.0,53.0,8.0,27.0,16.0,58.0,New York,NY,,,state,16.53
1748,19.0,64.0,9.0,81.0,,72.0,Newbern,NC,,Craven County,town,19.64
1749,189.0,49.0,94.0,75.0,199.0,94.0,,,,,other,189.49
1750,29.0,94.0,14.0,97.0,30.0,13.0,,,,,other,29.94
1751,48.0,50.0,24.0,25.0,,,Halifax ,NC,Merchants,Halifax County,town,48.5
1752,176.0,,88.0,,150.0,67.0,Edenton,NC,Merchants,Chowan County,town,
1753,19.0,,9.0,4.0,,,Eustatia,BVI,,,other,
1754,125.0,45.0,62.0,73.0,134.0,87.0,Eustatia,BVI,,,other,125.45
1755,90.0,,45.0,,93.0,84.0,Eustatia,BVI,,,other,
1756,32.0,62.0,16.0,31.0,32.0,63.0,Newbern,NC,,Craven County,town,32.62
