,Last Name,First Name,Position,State,County / Town,Vote,full name 1,name duplication,state-name duplication
1258,Matthewson,William,,RI,West Greenwich,no,William Matthewson,False,False
1259,Nichols,William,,RI,West Greenwich,no,William Nichols,False,False
1260,Arnold,Benjamin,,RI,Coventry,no,Benjamin Arnold,True,True
1261,Greene,Job,,RI,Coventry,no,Job Greene,False,False
1262,Reynolds,Joseph,,RI,Exeter,no,Joseph Reynolds,False,False
1263,Wilcox,Job,,RI,Exeter,no,Job Wilcox,False,False
1264,Barker,Joshua,,RI,Middletown,yes,Joshua Barker,False,False
1265,Barker,Elisha,,RI,Middletown,yes,Elisha Barker,False,False
1266,Peckham,William,,RI,Middletown,did not vote,William Peckham,False,False
1267,Bradford,William,,RI,Bristol,yes,William Bradford,False,False
1268,Bourne,Shearjashub,,RI,Bristol,yes,Shearjashub Bourne,False,False
1269,Manchester,Isaac,,RI,Tiverton,yes,Isaac Manchester,False,False
1270,Barker,Abraham,,RI,Tiverton,yes,Abraham Barker,False,False
1271,Ladd,William,,RI,Little Compton,yes,William Ladd,False,False
1272,Davis,John,,RI,Little Compton,yes,John Davis,True,False
1273,Bosworth,Benjamin,,RI,Warren,yes,Benjamin Bosworth,False,False
1274,Miller,Nathan,,RI,Warren,did not vote,Nathan Miller,False,False
1275,Pearce,Samuel,,RI,Warren,yes,Samuel Pearce,False,False
1276,Dexter,John S,,RI,Cumberland,yes,John S Dexter,False,False
1277,Ballou,Levi,,RI,Cumberland,yes,Levi Ballou,False,False
1278,Sheldon,James,,RI,Richmond,no,James Sheldon,False,False
1279,James,Thomas,,RI,Richmond,no,Thomas James,False,False
1280,Stone,Peter,,RI,Cranston,no,Peter Stone,False,False
1281,Sprague,Jonathan,,RI,Cranston,no,Jonathan Sprague,False,False
1282,Brown,John,,RI,Hopkinton,yes,John Brown,True,False
1283,Maxson,Jesse,,RI,Hopkinton,yes,Jesse Maxson,False,False
1284,Matthewson,Noah,,RI,Johnston,no,Noah Matthewson,False,False
1285,King,William,,RI,Johnston,no,William King,True,False
1286,Brown,Elisha,,RI,North Providence,no,Elisha Brown,False,False
1287,Esten,Eseck,,RI,North Providence,no,Eseck Esten,False,False
1288,Allen,Thomas,,RI,Barrington,yes,Thomas Allen,True,False
1289,Allen,Samuel,,RI,Barrington,yes,Samuel Allen,False,False
1290,Howard,William,,RI,Foster,no,William Howard,False,False
1291,Williams,John,,RI,Foster,no,John Williams,False,False
1292,Spencer,Samuel,,NC,Anson County,no,Samuel Spencer,False,False
1293,Gilbert,Jesse,,NC,Anson County,yes,Jesse Gilbert,False,False
1294,May,Pleasant,,NC,Anson County,no,Pleasant May,False,False
1295,Wade,Thomas,,NC,Anson County,yes,Thomas Wade,False,False
1296,Jameson,David,,NC,Anson County,yes,David Jameson,False,False
1297,Blount,John G.,,NC,Beaufort County,yes,John G. Blount,False,False
1298,Brown,William,,NC,Beaufort County,yes,William Brown,True,False
1299,Grist,Richard,,NC,Beaufort County,yes,Richard Grist,False,False
1300,Ellison,Alderson,,NC,Beaufort County,yes,Alderson Ellison,False,False
1301,Arnett,Silas W.,,NC,Beaufort County,yes,Silas W. Arnett,False,False
1302,Johnston,John,,NC,Bertie County,yes,John Johnston,False,False
1303,Pugh,Francis,,NC,Bertie County,yes,Francis Pugh,False,False
1304,Johnston Dawson,William,,NC,Bertie County,yes,William Johnston Dawson,False,False
1305,Turner,David,,NC,Bertie County,yes,David Turner,False,False
1306,Stone,David,,NC,Bertie County,yes,David Stone,False,False
1307,Smith,Benjamin,,NC,Brunswick County,yes,Benjamin Smith,True,False
1308,Lord,William E.,,NC,Brunswick County,no,William E. Lord,False,False
1309,Gause,William,,NC,Brunswick County,yes,William Gause,False,False
1310,Hall,John,,NC,Brunswick County,yes,John Hall,True,False
1311,Hawkins,Dennis,,NC,Brunswick County,yes,Dennis Hawkins,False,False
1312,Cowan,John,,NC,Bladen County,yes,John Cowan,False,False
1313,Owen,Thomas,,NC,Bladen County,yes,Thomas Owen,False,False
1314,Gaitier,Joseph,,NC,Bladen County,no,Joseph Gaitier,False,False
1315,Brown,Thomas,,NC,Bladen County,no,Thomas Brown,False,False
1316,Stewart,Duncan,,NC,Bladen County,no,Duncan Stewart,False,False
1317,McDowall,Charles,,NC,Burke County,yes,Charles McDowall,False,False
1318,McDowall,Joseph,,NC,Burke County,no,Joseph McDowall,False,False
1319,McDowall Jun.,Joseph,,NC,Burke County,yes,Joseph McDowall Jun.,True,True
1320,Erwin,William E.,,NC,Burke County,yes,William E. Erwin,False,False
1321,Carson,John,,NC,Burke County,yes,John Carson,False,False
1322,McDowall Jun.,Joseph,,NC,Craven County,yes,Joseph McDowall Jun.,True,True
1323,Allen,John,,NC,Craven County,yes,John Allen,False,False
1324,Nixon,Richard,,NC,Craven County,yes,Richard Nixon,False,False
1325,Leech,Joseph,,NC,Craven County,yes,Joseph Leech,False,False
1326,Williams,Thomas,,NC,Craven County,no,Thomas Williams,False,False
1327,Ingram,John,,NC,Cumberland County,yes,John Ingram,True,False
1328,Hay,John,,NC,Cumberland County,yes,John Hay,False,False
1329,Grove,William B.,,NC,Cumberland County,yes,William B. Grove,False,False
1330,Moore,James,,NC,Cumberland County,no,James Moore,False,False
1331,Adam,Robert,,NC,Cumberland County,yes,Robert Adam,False,False
1332,Easton,John,,NC,Carteret County,yes,John Easton,False,False
1333,Bell,Malachi,,NC,Carteret County,yes,Malachi Bell,False,False
1334,Fulford,John,,NC,Carteret County,yes,John Fulford,False,False
1335,Styron,Wallace,,NC,Carteret County,yes,Wallace Styron,False,False
1336,Wallace,John,,NC,Carteret County,yes,John Wallace,False,False
1337,Ferebee,William,,NC,Currituck County,yes,William Ferebee,False,False
1338,Williams,Thomas P.,,NC,Currituck County,yes,Thomas P. Williams,False,False
1339,Ferebee,Samuel,,NC,Currituck County,yes,Samuel Ferebee,False,False
1340,Duke,Andrew,,NC,Currituck County,yes,Andrew Duke,False,False
1341,Hall,Spence,,NC,Currituck County,yes,Spence Hall,False,False
1342,Cabarrus,Stephen,,NC,Chowan County,yes,Stephen Cabarrus,False,False
1343,Johnson,Charles,,NC,Chowan County,yes,Charles Johnson,False,False
1344,Creecy,Lemuel,,NC,Chowan County,yes,Lemuel Creecy,False,False
1345,Blount,Edmund,,NC,Chowan County,yes,Edmund Blount,False,False
1346,Righton,William,,NC,Chowan County,yes,William Righton,False,False
1347,Gregory,Isaac,,NC,Camden County,yes,Isaac Gregory,False,False
1348,Dauge,Peter,,NC,Camden County,yes,Peter Dauge,False,False
1349,Sawyer,Enoch,,NC,Camden County,yes,Enoch Sawyer,False,False
1350,Abbott,Henry,,NC,Camden County,yes,Henry Abbott,False,False
1351,Grandy,Charles,,NC,Camden County,yes,Charles Grandy,False,False
1352,Wommack,John,,NC,Caswell County,no,John Wommack,False,False
1353,Dickens,Robert,,NC,Caswell County,no,Robert Dickens,False,False
1354,Graves,John,,NC,Caswell County,no,John Graves,False,False
1355,Payne,Robert,,NC,Caswell County,yes,Robert Payne,False,False
1356,Bowman,Robert,,NC,Caswell County,yes,Robert Bowman,False,False
1357,Edwards,Robert,,NC,Chatham County,no,Robert Edwards,False,False
1358,Vestall,William,,NC,Chatham County,yes,William Vestall,False,False
1359,Thompson,John,,NC,Chatham County,yes,John Thompson,False,False
1360,Ramsay,John,,NC,Chatham County,yes,John Ramsay,False,False
1361,Anderson,James,,NC,Chatham County,yes,James Anderson,False,False
1362,Sheppard,Benjamin,,NC,Dobbs County,yes,Benjamin Sheppard,False,False
1363,Lassiter,Nathan,,NC,Dobbs County,yes,Nathan Lassiter,False,False
1364,Bright,Simeon,,NC,Dobbs County,yes,Simeon Bright,False,False
1365,Pearsall,James,,NC,Duplin County,no,James Pearsall,False,False
1366,Gillespie,James,,NC,Duplin County,no,James Gillespie,False,False
1367,Dickson,Robert,,NC,Duplin County,no,Robert Dickson,False,False
1368,Watkins,Lavan,,NC,Duplin County,no,Lavan Watkins,False,False
1369,Kenan,James,,NC,Duplin County,no,James Kenan,False,False
1370,Gerrard,Charles,,NC,Davidson County,yes,Charles Gerrard,False,False
1371,Rice,Joel,,NC,Davidson County,yes,Joel Rice,False,False
1372,Ewing,Robert,,NC,Davidson County,yes,Robert Ewing,False,False
1373,Mountflorence,James C.,,NC,Davidson County,yes,James C. Mountflorence,False,False
1374,Dobbin,William,,NC,Davidson County,yes,William Dobbin,False,False
1375,Phillips,Etheldred,,NC,Edgecombe County,yes,Etheldred Phillips,False,False
1376,Blount,Thomas,,NC,Edgecombe County,yes,Thomas Blount,False,False
1377,Hilliard,Jeremiah,,NC,Edgecombe County,yes,Jeremiah Hilliard,False,False
1378,Gray,Etheldred,,NC,Edgecombe County,yes,Etheldred Gray,False,False
1379,Fort,William,,NC,Edgecombe County,yes,William Fort,False,False
1380,Hill,Henry,,NC,Franklin County,no,Henry Hill,True,True
1381,Sherrod,Thomas,,NC,Franklin County,yes,Thomas Sherrod,False,False
1382,Hill,Jordan,,NC,Franklin County,yes,Jordan Hill,False,False
1383,Lancaster,William,,NC,Franklin County,yes,William Lancaster,False,False
1384,Christmas,William,,NC,Franklin County,yes,William Christmas,False,False
1385,Hamilton,John,,NC,Guilford County,no,John Hamilton,True,False
1386,Gowdy,William,,NC,Guilford County,no,William Gowdy,False,False
1387,Caldwell,Richard D.,,NC,Guilford County,no,Richard D. Caldwell,False,False
1388,Gillespie,Daniel,,NC,Guilford County,no,Daniel Gillespie,False,False
1389,Mitchell,Elijah,,NC,Granville County,no,Elijah Mitchell,False,False
1390,Person,Thomas,,NC,Granville County,no,Thomas Person,False,False
1391,Yancey,Thorton,,NC,Granville County,no,Thorton Yancey,False,False
1392,Bennett,Peter,,NC,Granville County,no,Peter Bennett,False,False
1393,Taylor Jr.,Edmund,,NC,Granville County,no,Edmund Taylor Jr.,False,False
1394,Rice,David,,NC,Gates County,yes,David Rice,False,False
1395,Riddick,Joseph,,NC,Gates County,yes,Joseph Riddick,False,False
1396,Baker,John,,NC,Gates County,yes,John Baker,False,False
1397,Sevier,John,,NC,Greene County,yes,John Sevier,False,False
1398,Outlaw,Alexander,,NC,Greene County,yes,Alexander Outlaw,False,False
1399,Allison,John,,NC,Greene County,yes,John Allison,True,False
1400,Doherty,George,,NC,Greene County,yes,George Doherty,False,False
1401,Wilson,James,,NC,Greene County,yes,James Wilson,True,False
1402,Long,Lunsford,,NC,Halifax County,yes,Lunsford Long,False,False
1403,Baptista Ashe,John,,NC,Halifax County,yes,John Baptista Ashe,False,False
1404,Qualls,Peter,,NC,Halifax County,yes,Peter Qualls,False,False
1405,Whitaker,John,,NC,Halifax County,yes,John Whitaker,False,False
1406,Norfleet,Marmaduke,,NC,Halifax County,yes,Marmaduke Norfleet,False,False
1407,Wynns,Thomas,,NC,Hertford County,yes,Thomas Wynns,False,False
1408,Montgomery,Robert,,NC,Hertford County,yes,Robert Montgomery,False,False
1409,Murfee,Hardy,,NC,Hertford County,yes,Hardy Murfee,False,False
1410,Hill,Henry,,NC,Hertford County,yes,Henry Hill,True,True
1411,Baker,Henry,,NC,Hertford County,yes,Henry Baker,False,False
1412,Eborn,John,,NC,Hyde County,yes,John Eborn,False,False
1413,Watson,James,,NC,Hyde County,yes,James Watson,False,False
1414,Anderson,John,,NC,Hyde County,yes,John Anderson,False,False
1415,Jasper,James,,NC,Hyde County,yes,James Jasper,False,False
1416,Peters,Michael,,NC,Hyde County,yes,Michael Peters,False,False
1417,Henderson,Nathaniel,,NC,Hawkins County,yes,Nathaniel Henderson,False,False
1418,White,James,,NC,Hawkins County,yes,James White,False,False
1419,Hunt,John,,NC,Hawkins County,yes,John Hunt,False,False
1420,Chessen,Elijah,,NC,Hawkins County,yes,Elijah Chessen,False,False
1421,Osborne,Adlai,,NC,Iredell County,yes,Adlai Osborne,False,False
1422,Brevard,Adam,,NC,Iredell County,yes,Adam Brevard,False,False
1423,Matthews,Musentine,,NC,Iredell County,yes,Musentine Matthews,False,False
1424,Nesbitt (Nisbet),John,,NC,Iredell County,yes,John Nesbitt (Nisbet),False,False
1425,Caldwell,David,,NC,Iredell County,yes,David Caldwell,False,False
1426,Smith,Samuel,,NC,Johnston County,yes,Samuel Smith,True,False
1427,Bryan,Hardy,,NC,Johnston County,yes,Hardy Bryan,False,False
1428,Bridgers,William,,NC,Johnston County,yes,William Bridgers,False,False
1429,Hackney,William,,NC,Johnston County,yes,William Hackney,False,False
1430,Handy,Matthias,,NC,Johnston County,yes,Matthias Handy,False,False
1431,Hargett,Frederick,,NC,Jones County,yes,Frederick Hargett,False,False
1432,Whitty,Edward,,NC,Jones County,yes,Edward Whitty,False,False
1433,Bryan,John H.,,NC,Jones County,yes,John H. Bryan,False,False
1434,Johnston,Jacob,,NC,Jones County,yes,Jacob Johnston,False,False
1435,Dickson,Joseph,,NC,Lincoln County,yes,Joseph Dickson,False,False
1436,Moore,John,,NC,Lincoln County,yes,John Moore,False,False
1437,MacLaine,William,,NC,Lincoln County,yes,William MacLaine,False,False
1438,Alexander,Robert,,NC,Lincoln County,no,Robert Alexander,True,False
1439,Caruth,John,,NC,Lincoln County,yes,John Caruth,False,False
1440,Martin,William,,NC,Moore County,no,William Martin,False,False
1441,Tyson,Thomas,,NC,Moore County,yes,Thomas Tyson,False,False
1442,MacIntosh,Donald,,NC,Moore County,no,Donald MacIntosh,False,False
1443,McLeod,Neill,,NC,Moore County,no,Neill McLeod,False,False
1444,Doud,Cornelius,,NC,Moore County,no,Cornelius Doud,False,False
1445,Stewart,John,,NC,Martin County,yes,John Stewart,True,False
1446,Williams,William,,NC,Martin County,yes,William Williams,True,False
1447,Mayo,Nathan,,NC,Martin County,yes,Nathan Mayo,False,False
1448,Hunter ,Thomas,,NC,Martin County,yes,Thomas Hunter ,False,False
1449,Wilson,Zachias,,NC,Mecklenburg County,no,Zachias Wilson,False,False
1450,Douglass,Joseph,,NC,Mecklenburg County,no,Joseph Douglass,False,False
1451,Phifer,Caleb,,NC,Mecklenburg County,no,Caleb Phifer,False,False
1452,Graham,Joseph,,NC,Mecklenburg County,no,Joseph Graham,False,False
1453,Porter,James,,NC,Mecklenburg County,no,James Porter,False,False
1454,Johnston,William,,NC,Montgomery County,yes,William Johnston,False,False
1455,Turner,James,,NC,Montgomery County,yes,James Turner,False,False
1456,Tindall,James,,NC,Montgomery County,yes,James Tindall,False,False
1457,Nesbitt,David,,NC,Montgomery County,yes,David Nesbitt,False,False
1458,Crump,James,,NC,Montgomery County,yes,James Crump,False,False
1459,Benford,John M.,,NC,Northampton County,yes,John M. Benford,False,False
1460,Pride,Halcott B.,,NC,Northampton County,no,Halcott B. Pride,False,False
1461,Tarver,Samuel,,NC,Northampton County,yes,Samuel Tarver,False,False
1462,Peebles,Robert,,NC,Northampton County,no,Robert Peebles,False,False
1463,Peete,Samuel,,NC,Northampton County,yes,Samuel Peete,False,False
1464,Bloodworth,Timothy,,NC,New Hanover County,no,Timothy Bloodworth,False,False
1465,Scull,John G.,,NC,New Hanover County,no,John G. Scull,False,False
1466,Huske,John,,NC,New Hanover County,no,John Huske,False,False
1467,Campbell,John A.,,NC,New Hanover County,no,John A. Campbell,False,False
1468,Ellin,Howell,,NC,Nash County,yes,Howell Ellin,False,False
1469,Vick,Wilson,,NC,Nash County,yes,Wilson Vick,False,False
1470,Marnes,William S.,,NC,Nash County,yes,William S. Marnes,False,False
1471,Bonds,John,,NC,Nash County,yes,John Bonds,False,False
1472,Griffin,Hardy,,NC,Nash County,yes,Hardy Griffin,False,False
1473,Sneed,Robert W.,,NC,Onslow County,yes,Robert W. Sneed,False,False
1474,Spicer,John,,NC,Onslow County,yes,John Spicer,False,False
1475,Yates,Daniel,,NC,Onslow County,yes,Daniel Yates,False,False
1476,Mitchell,George,,NC,Onslow County,yes,George Mitchell,False,False
1477,Ward,Edward,,NC,Onslow County,yes,Edward Ward,False,False
1478,Christmass,James,,NC,Orange County,yes,James Christmass,False,False
1479,Perkins,Thomas H.,,NC,Orange County,no,Thomas H. Perkins,False,False
1480,Strudwick,William F.,,NC,Orange County,no,William F. Strudwick,False,False
1481,Hodge,Joseph,,NC,Orange County,no,Joseph Hodge,False,False
1482,Mebane,Alexander,,NC,Orange County,no,Alexander Mebane,False,False
1483,Everegain,Edward,,NC,Pasquotank County,yes,Edward Everegain,False,False
1484,Swan,John,,NC,Pasquotank County,yes,John Swan,False,False
1485,Banks,Thomas,,NC,Pasquotank County,yes,Thomas Banks,False,False
1486,Davis,Devotion,,NC,Pasquotank County,yes,Devotion Davis,False,False
1487,Johnston,Samuel,,NC,Perquimans County,yes,Samuel Johnston,False,False
1488,Skinner,John,,NC,Perquimans County,yes,John Skinner,False,False
1489,Harvey,Joseph,,NC,Perquimans County,yes,Joseph Harvey,False,False
1490,Perry,Benjamin,,NC,Perquimans County,yes,Benjamin Perry,False,False
1491,Sutton,Asbury,,NC,Perquimans County,yes,Asbury Sutton,False,False
1492,Blount,William,,NC,Pitt County,yes,William Blount,True,True
1493,Allen,Shadrick,,NC,Pitt County,yes,Shadrick Allen,False,False
1494,Armstrong,James,,NC,Pitt County,yes,James Armstrong,False,False
1495,Simpson,Samuel,,NC,Pitt County,yes,Samuel Simpson,False,False
1496,Bell,Benjamin,,NC,Pitt County,yes,Benjamin Bell,False,False
1497,Berger,George H.,,NC,Rowan County,no,George H. Berger,False,False
1498,Gaither,Bazel,,NC,Rowan County,yes,Bazel Gaither,False,False
1499,Stokes,John,,NC,Rowan County,yes,John Stokes,False,False
1500,Chambers,Maxwell,,NC,Rowan County,yes,Maxwell Chambers,False,False
1501,Lock,Matthew,,NC,Rowan County,no,Matthew Lock,False,False
1502,Wood,Zebedee,,NC,Randolph County,no,Zebedee Wood,False,False
1503,Wood,Reuben,,NC,Randolph County,yes,Reuben Wood,False,False
1504,Stedman,Nathan,,NC,Randolph County,yes,Nathan Stedman,False,False
1505,Bailey ,William,,NC,Randolph County,yes,William Bailey ,False,False
1506,Williams,Edward,,NC,Richmond County,yes,Edward Williams,False,False
1507,Watson,Alexander,,NC,Richmond County,no,Alexander Watson,False,False
1508,Robinson,William,,NC,Richmond County,no,William Robinson,False,False
1509,M'Farland,Duncan,,NC,Richmond County,no,Duncan M'Farland,False,False
1510,Harragan,Darby,,NC,Richmond County,no,Darby Harragan,False,False
1511,Porter,William,,NC,Rutherford County,yes,William Porter,False,False
1512,Holland,James,,NC,Rutherford County,yes,James Holland,False,False
1513,Lewis,Richard,,NC,Rutherford County,yes,Richard Lewis,False,False
1514,Johnson,William,,NC,Rutherford County,yes,William Johnson,True,False
1515,Bethell,William,,NC,Rockingham County,no,William Bethell,False,False
1516,Gallaway,James,,NC,Rockingham County,no,James Gallaway,False,False
1517,Clarke,Isaac,,NC,Rockingham County,no,Isaac Clarke,False,False
1518,Phillips,Abram,,NC,Rockingham County,no,Abram Phillips,False,False
1519,Dabney,John,,NC,Rockingham County,no,John Dabney,False,False
1520,Willis,John,,NC,Robeson County,yes,John Willis,False,False
1521,Barnes,Elias,,NC,Robeson County,yes,Elias Barnes,False,False
1522,Brown,Neill,,NC,Robeson County,yes,Neill Brown,False,False
1523,Cade,John,,NC,Robeson County,yes,John Cade,False,False
1524,Sion,Alford,,NC,Robeson County,yes,Alford Sion,False,False
1525,Winston,Joseph,,NC,Surry County,yes,Joseph Winston,False,False
1526,Edwards,Gideon,,NC,Surry County,no,Gideon Edwards,False,False
1527,Bostwick,Absalom,,NC,Surry County,no,Absalom Bostwick,False,False
1528,Lovell,Edward,,NC,Surry County,yes,Edward Lovell,False,False
1529,Houser,George,,NC,Surry County,yes,George Houser,False,False
1530,Rhea,John,,NC,Sullivan County,yes,John Rhea,False,False
1531,Nash,William,,NC,Sullivan County,no,William Nash,False,False
1532,Scott,John,,NC,Sullivan County,no,John Scott,False,False
1533,Martin,Joseph,,NC,Sullivan County,yes,Joseph Martin,False,False
1534,Clinton,Richard,,NC,Sampson County,no,Richard Clinton,False,False
1535,Spiller,James,,NC,Sampson County,yes,James Spiller,False,False
1536,Thompson,James,,NC,Sampson County,no,James Thompson,False,False
1537,Holmes,Hardy,,NC,Sampson County,no,Hardy Holmes,False,False
1538,King,William,,NC,Sampson County,no,William King,True,False
1539,Smith,Daniel,,NC,Sumner County,yes,Daniel Smith,False,False
1540,Wilson,David,,NC,Sumner County,yes,David Wilson,False,False
1541,Mason,Samuel,,NC,Sumner County,yes,Samuel Mason,False,False
1542,Douglass,Edward,,NC,Sumner County,yes,Edward Douglass,False,False
1543,Overton,John,,NC,Sumner County,yes,John Overton,False,False
1544,Montgomery,John,,NC,Tennessee County,yes,John Montgomery,True,False
1545,Drew,John,,NC,Tennessee County,yes,John Drew,False,False
1546,Johnston,Thomas,,NC,Tennessee County,yes,Thomas Johnston,False,False
1547,Blount,William,,NC,Tennessee County,yes,William Blount,True,True
1548,Menees,Benjamin,,NC,Tennessee County,yes,Benjamin Menees,False,False
1549,Stewart,Thomas,,NC,Tyrrell County,yes,Thomas Stewart,False,False
1550,Williamson,Hugh,,NC,Tyrrell County,yes,Hugh Williamson,False,False
1551,Frazier,Jeremiah,,NC,Tyrrell County,yes,Jeremiah Frazier,False,False
1552,Spruill,Simeon,,NC,Tyrrell County,yes,Simeon Spruill,False,False
1553,Chesson,Samuel,,NC,Tyrrell County,yes,Samuel Chesson,False,False
1554,Carter,Landon,,NC,Washington County,yes,Landon Carter,False,False
1555,Love,Robert,,NC,Washington County,yes,Robert Love,False,False
1556,Blair,John,,NC,Washington County,yes,John Blair,False,False
1557,Houston,William,,NC,Washington County,yes,William Houston,False,False
1558,Green,Andrew,,NC,Washington County,yes,Andrew Green,False,False
1559,Hawkins,Benjamin,,NC,Warren County,yes,Benjamin Hawkins,False,False
1560,Hawkins,Philemon,,NC,Warren County,yes,Philemon Hawkins,False,False
1561,Green,Solomon,,NC,Warren County,yes,Solomon Green,False,False
1562,Hawkins,Wyatt,,NC,Warren County,no,Wyatt Hawkins,False,False
1563,Christmass,Thomas,,NC,Warren County,no,Thomas Christmass,False,False
1564,McKinnie,Richard,,NC,Wayne County,yes,Richard McKinnie,False,False
1565,Mooring,Burwell,,NC,Wayne County,no,Burwell Mooring,False,False
1566,Cogdell,David,,NC,Wayne County,no,David Cogdell,False,False
1567,Jernigan,Josiah,,NC,Wayne County,yes,Josiah Jernigan,False,False
1568,Handley,James,,NC,Wayne County,yes,James Handley,False,False
1569,Lane,Joel,,NC,Wake County,yes,Joel Lane,False,False
1570,Hines,Thomas,,NC,Wake County,yes,Thomas Hines,False,False
1571,Lane,Henry,,NC,Wake County,yes,Henry Lane,False,False
1572,Sanders,Brittain,,NC,Wake County,no,Brittain Sanders,False,False
1573,Hayes,William,,NC,Wake County,yes,William Hayes,False,False
1574,Brown,John,,NC,Wilkes County,no,John Brown,True,False
1575,Lenoir,William,,NC,Wilkes County,no,William Lenoir,False,False
1576,Herndon,Joseph,,NC,Wilkes County,no,Joseph Herndon,False,False
1577,Jones,Benjamin,,NC,Wilkes County,no,Benjamin Jones,True,False
1578,Nall,William,,NC,Wilkes County,no,William Nall,False,False
1579,Steele,John,,NC,Town of Salisbury,yes,John Steele,True,False
1580,Mare,John,,NC,Town of Edenton,yes,John Mare,False,False
1581,Benton,Samuel,,NC,Town of Hillsboro,yes,Samuel Benton,False,False
1582,Guion,Isaac,,NC,Town of Newbern,yes,Isaac Guion,False,False
1583,Davie,William Richardson,,NC,Town of Halifax,yes,William Richardson Davie,False,False
1584,Hill,William N.,,NC,Town of Wilmington,yes,William N. Hill,False,False
1585,Langdon,John,,NH,Portsmouth,yes,John Langdon,False,False
1586,Gray,James,,NH,"Northwood, Epsom and Allenstown",yes,James Gray,False,False
1587,Hall,Aaron,,NH,Keene,yes,Aaron Hall,False,False
1588,Pickering,John,,NH,Portsmouth,yes,John Pickering,False,False
1589,Glidden,Charles,,NH,Northfield,yes,Charles Glidden,False,False
1590,Whitcomb,Elisha,,NH,Swanzey,yes,Elisha Whitcomb,False,False
1591,Long,Pierse,,NH,Portsmouth,yes,Pierse Long,False,False
1592,Calfe,John,,NH,Hampstead,yes,John Calfe,False,False
1593,Chamberlain,Moses,,NH,Winchester,yes,Moses Chamberlain,False,False
1594,Gilman,John Taylor,,NH,Exeter,yes,John Taylor Gilman,False,False
1595,Bettan,James,,NH,Windham,yes,James Bettan,False,False
1596,Temple,Archelaus,,NH,Westmoreland,yes,Archelaus Temple,False,False
1597,Blanchard,Joseph,,NH,Chester,yes,Joseph Blanchard,False,False
1598,Moody,Amos,,NH,Pelham,yes,Amos Moody,False,False
1599,Bellows,Benjamin,,NH,Walpole,yes,Benjamin Bellows,False,False
1600,Adams,Benjamin,,NH,Newington,yes,Benjamin Adams,True,False
1601,Green,Ezra,,NH,Dover,yes,Ezra Green,False,False
1602,Chase,Jonathan,,NH,Cornish and Grantham,yes,Jonathan Chase,False,False
1603,Weeks,Icabod,,NH,Greenland,yes,Icabod Weeks,False,False
1604,Sullivan,John,,NH,Durham,yes,John Sullivan,False,False
1605,Griffin,Samuel,,NH,Dublin and Packerfield,yes,Samuel Griffin,False,False
1606,Goss,Nathan,,NH,Rye,yes,Nathan Goss,False,False
1607,Carr,Moses,,NH,Somersworth,yes,Moses Carr,False,False
1608,Kimball,Joseph,,NH,Plainfield,yes,Joseph Kimball,False,False
1609,Prescutt,Henry,,NH,New Castle,yes,Henry Prescutt,False,False
1610,Hale,Samuel,,NH,Barrington,yes,Samuel Hale,False,False
1611,Livermore,Samuel,,NH,"Campton, Holderness and Thorton",yes,Samuel Livermore,False,False
1612,Thurston,Benjamin,,NH,North Hampton,yes,Benjamin Thurston,False,False
1613,Bedee,Daniel,,NH,Sandwich and Tamworth,yes,Daniel Bedee,False,False
1614,Worster,Francis,,NH,"Plymouth, Rumney and Wentworth",yes,Francis Worster,False,False
1615,Shannon,Nathaniel,,NH,"Moultonborough, Tuftonborough, Wolfeborough and Ossipee",yes,Nathaniel Shannon,False,False
1616,Crawford,Thomas,,NH,"New Chester, Alexandria and Cockermouth",yes,Thomas Crawford,False,False
1617,Toppan,Christopher,,NH,Hampton,yes,Christopher Toppan,False,False
1618,Chesley,Jonathan,,NH,"Barnstead, New Durham and N.D. Gore",yes,Jonathan Chesley,False,False
1619,Johnson,Jesse,,NH,"Enfield, Canaan, Cardigan, Dorchester and Grafton",yes,Jesse Johnson,False,False
1620,Langdon,Samuel,,NH,Hampton Falls and Seabrook,yes,Samuel Langdon,False,False
1621,Hall,John,,NH,Derryfield,yes,John Hall,True,False
1622,Freeman,Jonathan,,NH,Hanover,yes,Jonathan Freeman,False,False
1623,Wiggin,Jonathan,,NH,Stratham,yes,Jonathan Wiggin,False,False
1624,Dakin,Amos,,NH,Raby and Mason,yes,Amos Dakin,False,False
1625,Payne,Elisha,,NH,Lebenon,yes,Elisha Payne,False,False
1626,Fogg,Jeremiah,,NH,Kensington,yes,Jeremiah Fogg,False,False
1627,Abbott,William,,NH,Wilton,yes,William Abbott,False,False
1628,Simpson,William,,NH,Lyme and Orford,yes,William Simpson,False,False
1629,Bartlett,Josiah,,NH,Kingston,yes,Josiah Bartlett,False,False
1630,Wilkins,Robert B.,,NH,Henniker and Hillsborough,yes,Robert B. Wilkins,False,False
1631,Patterson,Isaac,,NH,Lincoln and Franconia,yes,Isaac Patterson,False,False
1632,Ranney,Thomas Stow,,NH,Brentwood,yes,Thomas Stow Ranney,False,False
1633,Morss,Joshua,,NH,Hopkinton,yes,Joshua Morss,False,False
1634,Young,Samuel,,NH,"Bath, Lyman, Landaff, Littleton and Dalton",yes,Samuel Young,False,False
1635,Rogers,Nathaniel,,NH,Newmarket,yes,Nathaniel Rogers,False,False
1636,Gerrish,Joseph,,NH,Boscawen,yes,Joseph Gerrish,False,False
