,First Name,Last Name,Search Town,Search County,Search State,Name,"Home in 1790 (City, County, State)",index_new,valid
26,Eliphalet,Lester,Old Saybrook,Middlesex County,CT,Eliphalet Leister | Eliphalet Fuster,"Saybrook, Middlesex, Connecticut",38,1
75,William,Hart,Old Saybrook,Middlesex County,CT,"Willm, Esqr Hart Junior | Willm Kurt Junior","Saybrook, Middlesex, Connecticut",120,1
101,Elijah,House,Coventry,Tolland County,CT,Elijah Housie,"Hebron, Tolland, Connecticut",167,1
187,Ann,Dimon,Fairfield,Fairfield County,CT,John Dimon | John Demon,"Weston, Fairfield, Connecticut",304,0
212,William,Williams,Torrington,Litchfield County,CT,William William,"Litchfield, Litchfield, Connecticut",331,0
213,Ashbel,Steele,Hartford,Hartford County,CT,Ashbel Stiles | Ishbel Hiles,"Windsor, Hartford, Connecticut",335,0
225,Selah,Benton,Shelton,Fairfield County,CT,Sealey Benton| Selah,"Huntington, Fairfield, Connecticut",353,1
287,William,Taylor,Milford,New Haven County,CT,William Tyler | William Tylor,"Branford, New Haven, Connecticut",445,1
318,John,Mackay,Greenwich,Fairfield County,CT,John McKay | John McHay,"Norwalk and Stamford, Fairfield, Connecticut",492,1
323,Timothy,Starkey,Old Saybrook,Middlesex County,CT,"Timothy, Esqr Starkey Esquire","Saybrook, Middlesex, Connecticut",502,1
326,David,Sage,East Hampton,Middlesex County,CT,"David, Esqr Sage | David, Esqr Eug","Chatham, Middlesex, Connecticut",507,1
331,David,Lowrey,Newington,Hartford County,CT,David Lowry,"Wethersfield, Hartford, Connecticut",518,1
332,Jonathan,Fuller,Mansfield Center,Tolland County,CT,Jona Fuller| Jonathon | Josiah Fuller,"Coventry, Tolland, Connecticut",522,1
355,Abigail,Keyes,Hartford,Hartford County,CT,Joseph A Case | Joseph Bidwell,"Simsbury, Hartford, Connecticut",546,0
356,John,Shipman,Old Saybrook,Middlesex County,CT,Jno Shipman,"Saybrook, Middlesex, Connecticut",547,1
365,James,Burr,Hartford,Hartford County,CT,Amos Burr,"Windsor, Hartford, Connecticut",561,0
373,William,Mitchell,Old Saybrook,Middlesex County,CT,Wm Mitchell | Wm Michele,"Saybrook, Middlesex, Connecticut",571,1
380,William,Hill,Old Saybrook,Middlesex County,CT,Willm Hill,"Saybrook, Middlesex, Connecticut",582,1
426,Benajah,Douglass,Canaan,Litchfield County,CT,Benajah Dugliss | Benajah Lugliss,"Litchfield, Litchfield, Connecticut",666,1
517,John Paul,Grimke,Charleston,Charleston County,SC,John F Grimkie | John F Grimkee | John F Grimke,"St Phillips and St Michaels, Charleston, South Carolina",805,1
519,John Faucheraud,Grimke,Charleston,Charleston County,SC,John F Grimkie | John F Grimkee | John F Grimke,"St Phillips and St Michaels, Charleston, South Carolina",805,1
534,Jeremiah,Dickinson,Charleston,Charleston County,SC,Jeremiah Dickenson,"St Phillips and St Michaels, Charleston, South Carolina",832,1
543,Adam,Gilchrist,Charleston,Charleston County,SC,Adam Gilcrist,"St Phillips and St Michaels, Charleston, South Carolina",854,1
609,Josiah Carvell,Hall,Baltimore,Baltimore County,MD,Josias Carvel Hall,"Patapsco Lower Hundred, Baltimore, Maryland",971,1
610,Josias C,Hall,Baltimore,Baltimore County,MD,Josias Carvel Hall,"Patapsco Lower Hundred, Baltimore, Maryland",971,1
789,Thomas,Amis,Halifax,Halifax County,NC,Thomas Ames,"Edgecombe, Halifax, North Carolina",1292,1
833,Winthrop,Sargent,Gloucester,Essex County,MA,Winthrop Sargeant | Winthrap Sargeant,"Beverly, Essex, Massachusetts",1349,1
845,Richard,Bartlett,Pembroke,Hillsborough County,NH,Richard Bartlet,"Warner, Hillsborough, New Hampshire",1370,1
907,Samuel,Kinrick,Amesbury,Essex County,MA,Saml Kindrick,"Almsbury, Essex, Massachusetts",1481,1
908,Edward L,Livermore,Portsmouth,Rockingham County,NH,Edward S Livermore | Edwards Livermore,"Concord, Rockingham, New Hampshire",1482,0
913,Margaret,Duncan,Philadelphia,Philadelphia County,PA,Margt (Mercht) Duncan | Margt Duncan,"Water Street East Side, Philadelphia, Pennsylvania",1493,1
914,Margarett,Duncan,Philadelphia,Philadelphia County,PA,Margt (Mercht) Duncan | Margt Duncan,"Water Street East Side, Philadelphia, Pennsylvania",1493,1
921,Ann,Fromberger,Philadelphia,Philadelphia County,PA,John (Gent. in the Court) Fromberger | John Falomberger,"Water Street East Side, Philadelphia, Pennsylvania",1500,1
922,John,Fromberger,Philadelphia,Philadelphia County,PA,John (Gent. in the Court) Fromberger | John Falomberger,"Water Street East Side, Philadelphia, Pennsylvania",1500,1
923,Thomas,Willing,Philadelphia,Philadelphia County,PA,"Thos, Esq. (President of the Bank of N. A.) Willing | Thos Willing","Water Street East Side, Philadelphia, Pennsylvania",1508,1
924,Abbey,Willing,Philadelphia,Philadelphia County,PA,"Thos, Esq. (President of the Bank of N. A.) Willing | Thos Willing","Water Street East Side, Philadelphia, Pennsylvania",1508,1
925,Thomas M,Willing,Philadelphia,Philadelphia County,PA,"Thos, Esq. (President of the Bank of N. A.) Willing | Thos Willing","Water Street East Side, Philadelphia, Pennsylvania",1508,1
926,Thomas,Mcwilling,Philadelphia,Philadelphia County,PA,"Thos, Esq. (President of the Bank of N. A.) Willing | Thos Willing","Water Street East Side, Philadelphia, Pennsylvania",1508,1
929,Israel,Jacobs,Philadelphia,Philadelphia County,PA,Israel (Shop Keeper) Jacobs | Israel Jacob,"Water Street East Side, Philadelphia, Pennsylvania",1510,1
930,Daniel,Hartung,Philadelphia,Philadelphia County,PA,Daniel (Furrier) Hartung | Daniel Hartling,"Water Street East Side, Philadelphia, Pennsylvania",1518,1
936,Lawrance,Herbert,Philadelphia,Philadelphia County,PA,Lawrence Herbert,"Water Street East Side, Philadelphia, Pennsylvania",1535,1
937,Robert,Ralston,Philadelphia,Philadelphia County,PA,Robert (Mert.) Rolston | Robert Rolston,"Water Street East Side, Philadelphia, Pennsylvania",1536,1
941,Christian,Betz,Philadelphia,Philadelphia County,PA,Christian Beltz| Christian Bettz,"Northern Liberties, Philadelphia, Pennsylvania",1545,1
946,Ann,Brodeau,Philadelphia,Philadelphia County,PA,Ann (Boardg School) Brodeau | Ann Brodeaw,"Water Street East Side, Philadelphia, Pennsylvania",1553,1
949,andrew,Summers,Philadelphia,Philadelphia County,PA,Andr Summers | Ande Summers,"Water Street East Side, Philadelphia, Pennsylvania",1559,1
950,andrew,Summer,Philadelphia,Philadelphia County,PA,Andr Summers | Ande Summers,"Water Street East Side, Philadelphia, Pennsylvania",1559,1
954,Matthew,Mcconnell,Philadelphia,Philadelphia County,PA,Matthew (Broker) McConnell | Matthew McConnell,"Water Street East Side, Philadelphia, Pennsylvania",1563,1
955,Mathew,Mcconnell,Philadelphia,Philadelphia County,PA,Matthew (Broker) McConnell | Matthew McConnell,"Water Street East Side, Philadelphia, Pennsylvania",1563,1
960,Robert,Correy,Philadelphia,Philadelphia County,PA,Robt Currey | Robt Carrey,"Water Street East Side, Philadelphia, Pennsylvania",1569,1
962,Edward,Shippen,Philadelphia,Philadelphia County,PA,"Edwd, Esq. (Judg C. Pleas) Shippin Esquire | Edwd Shippin Esquire","Water Street East Side, Philadelphia, Pennsylvania",1571,1
965,Abraham,Markoe,Philadelphia,Philadelphia County,PA,Abraham (Gent.) Markoe | Abrhama Markoe,"Water Street East Side, Philadelphia, Pennsylvania",1574,1
979,Ann,Forde,Philadelphia,Philadelphia County,PA,Ann (Boardg Hous) Ford | Ann Ford,"Water Street East Side, Philadelphia, Pennsylvania",1592,1
980,Mordecai,Lewis,Philadelphia,Philadelphia County,PA,Mordica & Co. (Mert) Lewis | Mordica Lewis,"Water Street East Side, Philadelphia, Pennsylvania",1596,1
990,Phileman,Dickinson,Philadelphia,Philadelphia County,PA,Philemon Dickenson | Philemon Dickerson,"Water Street East Side, Philadelphia, Pennsylvania",1616,1
991,Philemon,Dickinson,Philadelphia,Philadelphia County,PA,Philemon Dickenson | Philemon Dickerson,"Water Street East Side, Philadelphia, Pennsylvania",1616,1
992,William,Cramond,Philadelphia,Philadelphia County,PA,Wm Cramond,"Water Street East Side, Philadelphia, Pennsylvania",1617,1
993,William,Crammond,Philadelphia,Philadelphia County,PA,Wm Cramond,"Water Street East Side, Philadelphia, Pennsylvania",1617,1
998,Clemont,Biddle,Philadelphia,Philadelphia County,PA,"Clement (Notary, Scrivener, & Broker) Biddle | Clement Biddle","Water Street East Side, Philadelphia, Pennsylvania",1621,1
999,Daniel,Coxe,Philadelphia,Philadelphia County,PA,Danl Coxe,"Water Street East Side, Philadelphia, Pennsylvania",1624,1
1000,Daniel W,Coxe,Philadelphia,Philadelphia County,PA,Danl Coxe,"Water Street East Side, Philadelphia, Pennsylvania",1624,1
1001,Daniel William,Coxe,Philadelphia,Philadelphia County,PA,Danl Coxe,"Water Street East Side, Philadelphia, Pennsylvania",1624,1
1019,John,Barnhill,Philadelphia,Philadelphia County,PA,John (Shop Keeper) Barnhill | John Bamhell,"Water Street East Side, Philadelphia, Pennsylvania",1666,1
1040,William,Forrest,Philadelphia,Philadelphia County,PA,Wm Forrest,"Water Street East Side, Philadelphia, Pennsylvania",1697,1
1041,Francis,Johnson,Philadelphia,Philadelphia County,PA,James F Johnson | James F Johnson,"Water Street East Side, Philadelphia, Pennsylvania",1698,1
1045,Samuel,Jackosn,Philadelphia,Philadelphia County,PA,Samuel (Shopkeeper) Jackson | Samuel Jackson,"Water Street East Side, Philadelphia, Pennsylvania",1704,1
1049,Edward,Bartholomew,Philadelphia,Philadelphia County,PA,"Edward, Esqr (Excise Officer) Bartholemew | Edward Bartholemew","Water Street East Side, Philadelphia, Pennsylvania",1714,1
1050,Edward,Barthalomew,Philadelphia,Philadelphia County,PA,"Edward, Esqr (Excise Officer) Bartholemew | Edward Bartholemew","Water Street East Side, Philadelphia, Pennsylvania",1714,1
1057,Robert,Porter,Philadelphia,Philadelphia County,PA,Robt (Tallow Chanr) Porter | Robt Porter,"Water Street East Side, Philadelphia, Pennsylvania",1726,1
1067,William,Kenly,Philadelphia,Philadelphia County,PA,Wm (Acct) Kinley | Wm Kinley,"Water Street East Side, Philadelphia, Pennsylvania",1746,1
1070,Paul,Coxe,Philadelphia,Philadelphia County,PA,Paul (Shopkeeper) Cox | Paul Cox,"Water Street East Side, Philadelphia, Pennsylvania",1748,1
1071,Henry,Muhlenberg,Philadelphia,Philadelphia County,PA,Fredk A. Esq. (Speaker of the H. of R. of U. S.) Muhlenberg | Fred A Mahlenberg,"Water Street East Side, Philadelphia, Pennsylvania",1753,1
1072,Jonathan B,Smith,Philadelphia,Philadelphia County,PA,"Jona B., Esqr Smith | Jond Smith","Water Street East Side, Philadelphia, Pennsylvania",1754,1
1073,Margaret,Stocker,Philadelphia,Philadelphia County,PA,Margret (Genl Woman) Stocker | Margret Stocker,"Water Street East Side, Philadelphia, Pennsylvania",1757,1
1074,Margaret,Stooker,Philadelphia,Philadelphia County,PA,Margret (Genl Woman) Stocker | Margret Stocker,"Water Street East Side, Philadelphia, Pennsylvania",1757,1
1081,Benjamin,Loxley,Philadelphia,Philadelphia County,PA,Benjn (Carpentr) Loxley | Benj Loxley,"Water Street East Side, Philadelphia, Pennsylvania",1771,1
1083,John,Ramsey,Philadelphia,Philadelphia County,PA,John Ramsay,"Northern Liberties, Philadelphia, Pennsylvania",1781,1
1092,Henry,Helmuth,Philadelphia,Philadelphia County,PA,Reverend Revd Henry (Minister Luth. Cong.) Helmoth | Reverend Henry Helmoth,"Water Street East Side, Philadelphia, Pennsylvania",1797,1
1093,Peter,Peres,Philadelphia,Philadelphia County,PA,Peter Pare | Peter Pari,"Water Street East Side, Philadelphia, Pennsylvania",1798,1
1094,Isaac,Roush,Philadelphia,Philadelphia County,PA,Isaac (Grocer) Roush | Isaac Boush,"Water Street East Side, Philadelphia, Pennsylvania",1799,1
1106,John,Olden,Philadelphia,Philadelphia County,PA,John (Mercht) Oldden | John Oldden,"Water Street East Side, Philadelphia, Pennsylvania",1838,1
1110,John,Eldredge,Philadelphia,Philadelphia County,PA,John (Shop Keeper) Eldridge | Jehu Eldridge,"Water Street East Side, Philadelphia, Pennsylvania",1849,1
1116,Catharine,Keppele,Philadelphia,Philadelphia County,PA,Catharine (Gentw) Kepple | Catharine Kepple,"Water Street East Side, Philadelphia, Pennsylvania",1856,1
1117,Catherine,Kepple,Philadelphia,Philadelphia County,PA,Catharine (Gentw) Kepple | Catharine Kepple,"Water Street East Side, Philadelphia, Pennsylvania",1856,1
1126,John,Sitgraves,Philadelphia,Philadelphia County,PA,Wm & Jno (Mert) Sitgraves | Wm Sitzraves,"Water Street East Side, Philadelphia, Pennsylvania",1871,1
1127,William,Sitgreaves,Philadelphia,Philadelphia County,PA,Wm & Jno (Mert) Sitgraves | Wm Sitzraves,"Water Street East Side, Philadelphia, Pennsylvania",1871,1
1149,Geroge,Bard,Lancaster,Lancaster County,PA,George Bard,"Manheim, Lancaster, Pennsylvania",1939,1
1164,Gabriel,Heister,Reading,Berks County,PA,Gabriel Hiester,"Bern, Berks, Pennsylvania",1975,1
1175,Elizabeth,Parry,Philadelphia,Philadelphia County,PA,Elizabeth (Widow) Perrey | Elizabeth Poney,"Water Street East Side, Philadelphia, Pennsylvania",1995,1
1181,John,Keble,Philadelphia,Philadelphia County,PA,John (Clerk in Rec. Genl of Land Office) Keeble | John Keeble,"Water Street East Side, Philadelphia, Pennsylvania",2002,1
1186,andrew,Douglass,Philadelphia,Philadelphia County,PA,Andrew Douglass,"Water Street East Side, Philadelphia, Pennsylvania",2012,1
1191,Michael Morgan,O'Brien,Philadelphia,Philadelphia County,PA,M. Morgan (Gent.) O Brian | M Morgan Obrian,"Water Street East Side, Philadelphia, Pennsylvania",2027,1
1193,Matthias,Shafer,Philadelphia,Philadelphia County,PA,Matthias Shaffer | Matthias Sheffer,"Mojamensing and Passyunk, Philadelphia, Pennsylvania",2033,1
1205,andrew,Caldwell,Philadelphia,Philadelphia County,PA,Andrew (Gentleman) Caldwell | Andrew Caldwell,"Water Street East Side, Philadelphia, Pennsylvania",2053,1
1208,Ebenezer,Cowell,Philadelphia,Philadelphia County,PA,Ebenezar (Mill S. Makr) Cowell | Ebenezar Cowell,"Water Street East Side, Philadelphia, Pennsylvania",2055,1
1218,Nathaniel,Donnell,Philadelphia,Philadelphia County,PA,Nathanl (G. Man) Donnell | Nathan Donnell,"Water Street East Side, Philadelphia, Pennsylvania",2071,1
1221,Mary,Sindrey,Philadelphia,Philadelphia County,PA,Mary Sindry,"Oxford, Philadelphia, Pennsylvania",2077,1
1236,Nathaniel,Falconar,Philadelphia,Philadelphia County,PA,Captain Capt Nathaniel Falconer | Captain Nathaniel Falconer,"Water Street East Side, Philadelphia, Pennsylvania",2108,1
1241,Hannah,Duton,Philadelphia,Philadelphia County,PA,Hannah Dutton,"Northern Liberties, Philadelphia, Pennsylvania",2111,1
1253,Henry,Keppele,Philadelphia,Philadelphia County,PA,Henry (Gent.) Kepple | Henry Kepple,"Water Street East Side, Philadelphia, Pennsylvania",2127,1
1258,Dorcas,Montgomery,Philadelphia,Philadelphia County,PA,Dorcas (Gentle Wm) Mongomery | Donas Mongomery,"Water Street East Side, Philadelphia, Pennsylvania",2130,1
1265,Rebecca,Doz,Philadelphia,Philadelphia County,PA,Rebecca (Gen. Woman) Doz | Rebecca Doy,"Water Street East Side, Philadelphia, Pennsylvania",2140,1
1279,William,Govett,Philadelphia,Philadelphia County,PA,Wm (City Commr) Gavett | Wm Govett,"Water Street East Side, Philadelphia, Pennsylvania",2153,1
1281,Reading,Howell,Philadelphia,Philadelphia County,PA,Reading (Surveyor) Howell | Redding Howell,"Water Street East Side, Philadelphia, Pennsylvania",2157,1
1284,Helena,Ritchie,Philadelphia,Philadelphia County,PA,Helana (Genl Woman) Ritchie | Helana Ritchel | Helana (Gent| le Woman) Ritchie,"Water Street East Side, Philadelphia, Pennsylvania",2167,1
1299,Joseph R,Tatem,Philadelphia,Philadelphia County,PA,Joseph (Taylor) Tatem | Joseph Tatem,"Water Street East Side, Philadelphia, Pennsylvania",2203,1
1318,Abraham,Sheridan,Philadelphia,Philadelphia County,PA,Abraham (Inn Keeper) Sherriden | Abraham Sheriden,"Water Street East Side, Philadelphia, Pennsylvania",2236,1
1323,John,Guier,Philadelphia,Philadelphia County,PA,John (Baker) Guyer | John Guyer,"Water Street East Side, Philadelphia, Pennsylvania",2246,1
1324,Mathias,Keeley,Philadelphia,Philadelphia County,PA,Matthias Keeley,"Water Street East Side, Philadelphia, Pennsylvania",2247,1
1327,Jasper,Moylan,Philadelphia,Philadelphia County,PA,"Jasper, Esq. (Attory At Law) Moylan Esquire | Jasper Mayland Esquire","Water Street East Side, Philadelphia, Pennsylvania",2252,1
1332,John M,Nesbett,Philadelphia,Philadelphia County,PA,John Nesbitt | John Nesbett,"Water Street East Side, Philadelphia, Pennsylvania",2255,1
1333,John Maxwell,Nesbitt,Philadelphia,Philadelphia County,PA,John Nesbitt | John Nesbett,"Water Street East Side, Philadelphia, Pennsylvania",2255,1
1334,John M,Nesbitt,Philadelphia,Philadelphia County,PA,John Nesbitt | John Nesbett,"Water Street East Side, Philadelphia, Pennsylvania",2255,1
1344,Matthew,Clerkson,Philadelphia,Philadelphia County,PA,"Matthew, Esqr Clarkson | Matthew Clarkson","Water Street East Side, Philadelphia, Pennsylvania",2276,1
1345,George,Habacker,Philadelphia,Philadelphia County,PA,George Habacher,"Water Street East Side, Philadelphia, Pennsylvania",2277,1
1346,George,Habaker,Philadelphia,Philadelphia County,PA,George Habacher,"Water Street East Side, Philadelphia, Pennsylvania",2277,1
1348,Samuel,Pancoast,Philadelphia,Philadelphia County,PA,Samuel (Carpr) Pancoast | Samuel Pancoust,"Water Street East Side, Philadelphia, Pennsylvania",2285,1
1352,George,Bickham,Philadelphia,Philadelphia County,PA,George (Merch.) Beckham | George Beckham,"Water Street East Side, Philadelphia, Pennsylvania",2291,1
1354,Joseph,Paschall,Philadelphia,Philadelphia County,PA,Joseph (Iron Monger) Paschall | Joseph Parchall,"Water Street East Side, Philadelphia, Pennsylvania",2295,1
1355,William,Elliot,Philadelphia,Philadelphia County,PA,Wm (Plaisterer) Elliott | Wm Elliott,"Southwark, Philadelphia, Pennsylvania",2300,1
1356,William,Elliott,Philadelphia,Philadelphia County,PA,Wm (Plaisterer) Elliott | Wm Elliott,"Southwark, Philadelphia, Pennsylvania",2300,1
1370,Philip,Albright,York Township,York County,PA,Phillip Albright,"York, York, Pennsylvania",2325,1
1371,Elias,Boys,Philadelphia,Philadelphia County,PA,"Elias, Esq. (Member of the General Assembly & Merchant) Boys","Southwark, Philadelphia, Pennsylvania",2326,1
1372,Jacob,Lawerswyler,Philadelphia,Philadelphia County,PA,"Jacob, & Laverswyler (Sugar Baker) Muhlenberg | Jacob Laverswyler","Water Street East Side, Philadelphia, Pennsylvania",2331,1
1379,John,Lockhart,Philadelphia,Philadelphia County,PA,John Lockan | John Lockart,"Water Street East Side, Philadelphia, Pennsylvania",2340,1
1387,Mary,Heyl,Philadelphia,Philadelphia County,PA,Mary (Spinster) Halt | Mary Hall,"Water Street East Side, Philadelphia, Pennsylvania",2353,1
1390,John,Shields,Philadelphia,Philadelphia County,PA,John (Mert) Shields | John Sheidr,"Water Street East Side, Philadelphia, Pennsylvania",2365,1
1392,Cadwalader,Evans,Philadelphia,Philadelphia County,PA,| Cadwallader Evans | Cadwallader (Mercht) Evans,"Water Street East Side, Philadelphia, Pennsylvania",2374,1
1395,andrew,Geyer,Philadelphia,Philadelphia County,PA,Andrew (Book Binder) Geyer | Andrew Geyer,"Water Street East Side, Philadelphia, Pennsylvania",2380,1
1400,William,Drinker,Philadelphia,Philadelphia County,PA,Wm (Genl Man) Drinker | Wm Drinker,"Water Street East Side, Philadelphia, Pennsylvania",2389,1
1403,Garrett,Cottringer,Philadelphia,Philadelphia County,PA,Garret (Mercht) Cottringer | Garret Collunger,"Water Street East Side, Philadelphia, Pennsylvania",2397,1
1407,Jaocb,Bankson,Philadelphia,Philadelphia County,PA,Jacob (Attory At Law) Bankson | Jacob Bankson,"Southwark, Philadelphia, Pennsylvania",2400,1
1409,Thomas,Broom,Philadelphia,Philadelphia County,PA,Thos (Shoe Marker) Broom | Thos Broom,"Southwark, Philadelphia, Pennsylvania",2402,1
1418,William,Lee,Philadelphia,Philadelphia County,PA,Wm (Shoe Mak.) Lee | Wm Lee,"Water Street East Side, Philadelphia, Pennsylvania",2424,1
1429,Philip,Reilly,Philadelphia,Philadelphia County,PA,Philip (Clerk) Reiley | Philip Reiley,"Water Street East Side, Philadelphia, Pennsylvania",2441,1
1430,Philip,Reily,Philadelphia,Philadelphia County,PA,Philip (Clerk) Reiley | Philip Reiley,"Water Street East Side, Philadelphia, Pennsylvania",2441,1
1436,Ebenezar,Branham,Philadelphia,Philadelphia County,PA,Ebenezas (Inn Keeper) Branham | Ebenezer Branham,"Water Street East Side, Philadelphia, Pennsylvania",2451,1
1456,Michael,Doudal,York Township,York County,PA,Michal Doudle,"York Borough, York, Pennsylvania",2491,1
1457,Michael,Doudel,York Township,York County,PA,Michal Doudle,"York Borough, York, Pennsylvania",2491,1
1461,Lewis,Michael,York Township,York County,PA,Lewis Michal,"York Borough, York, Pennsylvania",2500,1
1489,Nathan,Waterman,Providence,Providence County,RI,Nathaniel Waterman,"Johnstown, Providence, Rhode Island",2562,1
1518,Daniel,Eddy,Providence,Providence County,RI,Daniel Edey,"Johnstown, Providence, Rhode Island",2595,1
1528,John B,Hopkins,Providence,Providence County,RI,John Hopkins,"Foster, Providence, Rhode Island",2608,1
1585,James,Randall,Johnston,Providence County,RI,James Randal,"Johnstown, Providence, Rhode Island",2693,1
1592,Nathan,Relph,North Scituate,Providence County,RI,Nathan Ralph,"Scituate, Providence, Rhode Island",2700,1
1661,Tryphena,Steer,Gloucester,Providence County,RI,Mrs Mrs Trifina Steer | Mrs Trifina Steer,"Scituate, Providence, Rhode Island",2798,1
1696,Jabez,Relph,North Scituate,Providence County,RI,Jabes Ralph | Jabez Ralph,"Scituate, Providence, Rhode Island",2842,1
1702,Thomas Lloyd,Halsey,Cranston,Providence County,RI,Thomas L Halsey,"Providence, Providence, Rhode Island",2851,1
1715,William Waterman,Johnston,Johnston,Providence County,RI,William Johnston,"Scituate, Providence, Rhode Island",2874,0
1718,John,Hurt,Rehoboth,Bristol County,MA,John Hart,"Taunton, Bristol, Massachusetts",2877,0
1726,Richard,Borden,East Freetown,Bristol County,MA,Richard Burden| Richard Burdin,"Freetown, Bristol, Massachusetts",2887,1
1747,William,Hall,Providence,Providence County,RI,William Hill,"Foster, Providence, Rhode Island",2918,0
